,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/min_delta,config/temperature,config/batch_size,config/latent_dim,logdir
663,0.6823809523809524,0.6823809523809524,0.006917066212539952,0.6714346930689739,0.007759657350614336,0.6714346930689739,0.007759657350614364,0.669047619047619,0.0,0.658921861434662,0.0,0.658921861434662,0.0,0.6142857142857143,0.0,0.5879512129530092,0.0,0.5879512129530092,0.0,1699979701,True,1,087b9754,2023-11-14_16-35-01,26.809217929840088,26.809217929840088,498056,59d6454cd9f4,172.17.0.2,26.809217929840088,1,,0.126,0.5,129,54,087b9754
664,0.7111904761904762,0.7111904761904762,0.007900314296684316,0.7048203412765043,0.009145860981048868,0.7048203412765043,0.009145860981048934,0.680952380952381,0.0,0.6801044031253993,0.0,0.6801044031253993,0.0,0.6571428571428571,0.0,0.6398911208845238,0.0,0.6398911208845238,0.0,1699979738,False,1,d25fd4eb,2023-11-14_16-35-38,60.12276244163513,60.12276244163513,495143,59d6454cd9f4,172.17.0.2,60.12276244163513,1,,0.038,0.2,143,47,d25fd4eb
665,0.6976190476190476,0.6892857142857143,0.00716267093166251,0.6805222810660524,0.008451002738909929,0.6805222810660524,0.008451002738909977,0.6976190476190476,0.0,0.6934568718861057,0.0,0.6934568718861056,0.0,0.6238095238095238,0.0,0.604633614906558,0.0,0.604633614906558,0.0,1699979723,True,1,c123c769,2023-11-14_16-35-23,41.94499349594116,41.94499349594116,494743,59d6454cd9f4,172.17.0.2,41.94499349594116,1,,0.075,0.30000000000000004,161,44,c123c769
666,0.6709523809523811,0.6709523809523811,0.010530163994045709,0.6629229348629551,0.011126050861868273,0.6629229348629551,0.011126050861868294,0.6357142857142857,0.0,0.6358331056249765,0.0,0.6358331056249764,0.0,0.6,0.0,0.5812284194397472,0.0,0.5812284194397472,0.0,1699979729,True,1,3058c0c2,2023-11-14_16-35-29,27.91132092475891,27.91132092475891,498056,59d6454cd9f4,172.17.0.2,27.91132092475891,1,,0.631,0.4,152,58,3058c0c2
667,0.6345238095238095,0.6345238095238095,0.00613990331344172,0.6284233884235886,0.006148601416040072,0.6284233884235887,0.006148601416040067,0.6095238095238096,0.0,0.60344086724489,0.0,0.6034408672448901,0.0,0.5738095238095238,0.0,0.5596950484044702,0.0,0.5596950484044702,0.0,1699979736,True,1,a8d75bde,2023-11-14_16-35-36,28.532543659210205,28.532543659210205,499843,59d6454cd9f4,172.17.0.2,28.532543659210205,1,,0.053,0.9,137,49,a8d75bde
668,0.7311904761904763,0.7311904761904763,0.006516158182573354,0.7273751279537668,0.0058643397924952115,0.7273751279537667,0.005864339792495156,0.6714285714285714,0.0,0.6624152570948384,0.0,0.6624152570948385,0.0,0.6714285714285714,0.0,0.6448938923332656,0.0,0.6448938923332657,0.0,1699979769,False,1,69228e40,2023-11-14_16-36-09,46.03016018867493,46.03016018867493,494743,59d6454cd9f4,172.17.0.2,46.03016018867493,1,,0.155,0.1,180,32,69228e40
669,0.715952380952381,0.715952380952381,0.006393200753379765,0.7104763902273691,0.006868882407841336,0.7104763902273691,0.006868882407841376,0.6952380952380952,0.0,0.6963561628906163,0.0,0.6963561628906162,0.0,0.6452380952380953,0.0,0.6271677373802228,0.0,0.6271677373802228,0.0,1699979785,False,1,6285e8a9,2023-11-14_16-36-25,56.1446647644043,56.1446647644043,498056,59d6454cd9f4,172.17.0.2,56.1446647644043,1,,0.11,0.1,162,65,6285e8a9
670,0.6919047619047619,0.6919047619047619,0.005753831415997395,0.6835322305035115,0.006103222713256554,0.6835322305035113,0.00610322271325663,0.6714285714285714,0.0,0.6631019408975344,0.0,0.6631019408975345,0.0,0.6,0.0,0.5777522727203798,0.0,0.5777522727203797,0.0,1699979780,True,1,42df1b1d,2023-11-14_16-36-20,44.4254629611969,44.4254629611969,499843,59d6454cd9f4,172.17.0.2,44.4254629611969,1,,0.093,0.2,205,41,42df1b1d
671,0.7047619047619047,0.7047619047619047,0.006734350297014765,0.6995781404955729,0.0074679977805069435,0.699578140495573,0.0074679977805069036,0.6976190476190476,0.0,0.6845091496502679,0.0,0.6845091496502678,0.0,0.6285714285714286,0.0,0.5995143557710538,0.0,0.5995143557710537,0.0,1699979822,False,1,9d678558,2023-11-14_16-37-02,83.36381649971008,83.36381649971008,495143,59d6454cd9f4,172.17.0.2,83.36381649971008,1,,0.003,0.30000000000000004,187,52,9d678558
672,0.6023809523809524,0.5933333333333333,0.009571310115353195,0.5889755200395926,0.010287631340829209,0.5889755200395926,0.010287631340829197,0.6023809523809524,0.0,0.6035651352212529,0.0,0.6035651352212529,0.0,0.5261904761904762,0.0,0.4791467073425351,0.0,0.4791467073425351,0.0,1699979790,True,1,79d35fc2,2023-11-14_16-36-30,28.79513454437256,28.79513454437256,491493,59d6454cd9f4,172.17.0.2,28.79513454437256,1,,0.031,1.7000000000000002,170,57,79d35fc2
673,0.7119047619047618,0.7119047619047618,0.009221388919541471,0.700561458633309,0.009537995532642014,0.700561458633309,0.009537995532642013,0.6785714285714286,0.0,0.6747157750498535,0.0,0.6747157750498535,0.0,0.6357142857142857,0.0,0.6167640603295733,0.0,0.6167640603295735,0.0,1699979798,False,1,6c39e41d,2023-11-14_16-36-38,28.970623254776,28.970623254776,494743,59d6454cd9f4,172.17.0.2,28.970623254776,1,,0.059000000000000004,0.7000000000000001,150,35,6c39e41d
