,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/temperature_head,config/latent_dim,config/batch_size,config/transform_funcs,logdir
225,0.8470588235294118,0.8191176470588235,0.0030138090488116363,0.8181155526786466,0.0030123142449174326,0.8181155526786466,0.003012314244917457,0.8470588235294118,0.0,0.8463971426898981,0.0,0.8463971426898981,0.0,0.8147058823529412,0.0,0.7855274540788534,0.0,0.7855274540788534,0.0,1699374113,False,1,84e17cb9,2023-11-07_16-21-53,20.56997060775757,20.56997060775757,96333,0ec30bcea331,172.17.0.2,20.56997060775757,1,,0.30000000000000004,104,163,"(2, 4, 8)",84e17cb9
226,0.8376470588235294,0.8376470588235294,0.008605140493133998,0.8355771051657725,0.008806341925109656,0.8355771051657725,0.008806341925109687,0.8352941176470589,0.0,0.8337946248108752,0.0,0.833794624810875,0.0,0.8088235294117647,0.0,0.7726959911856937,0.0,0.7726959911856938,0.0,1699374117,True,1,12b12047,2023-11-07_16-21-57,22.18091058731079,22.18091058731079,102104,0ec30bcea331,172.17.0.2,22.18091058731079,1,,0.4,119,246,"(6, 9, 11)",12b12047
227,0.8382352941176471,0.8173529411764706,0.008365566266663467,0.8142251574142714,0.008449439836440984,0.8142251574142714,0.008449439836440989,0.8382352941176471,0.0,0.8370487280935291,0.0,0.8370487280935291,0.0,0.8058823529411765,0.0,0.7747831555508948,0.0,0.7747831555508947,0.0,1699374124,False,1,199e9785,2023-11-07_16-22-04,26.90342402458191,26.90342402458191,94120,0ec30bcea331,172.17.0.2,26.90342402458191,1,,0.1,249,231,"(1, 4, 9)",199e9785
228,0.8373529411764705,0.8373529411764705,0.0069663054601923615,0.8351815137942473,0.007352782152707161,0.8351815137942472,0.007352782152707173,0.8117647058823529,0.0,0.8073023109752506,0.0,0.8073023109752505,0.0,0.8205882352941176,0.0,0.7922593110707905,0.0,0.7922593110707904,0.0,1699374151,True,1,7abad491,2023-11-07_16-22-31,52.379517555236816,52.379517555236816,90901,0ec30bcea331,172.17.0.2,52.379517555236816,1,,0.1,301,319,"(1, 7, 10)",7abad491
229,0.8294117647058824,0.8135294117647058,0.0068599434057003295,0.8120855460109283,0.006803200080842085,0.8120855460109283,0.006803200080842061,0.8294117647058824,0.0,0.8282471947144756,0.0,0.8282471947144756,0.0,0.8205882352941176,0.0,0.7940380032656343,0.0,0.7940380032656345,0.0,1699374138,True,1,071f4a04,2023-11-07_16-22-18,37.516236305236816,37.516236305236816,94512,0ec30bcea331,172.17.0.2,37.516236305236816,1,,0.1,221,273,"(1, 7, 8)",071f4a04
230,0.8111764705882353,0.8111764705882353,0.005060191333554468,0.8103033818563707,0.005139511833727356,0.8103033818563707,0.0051395118337273895,0.7764705882352941,0.0,0.7756394163741749,0.0,0.7756394163741748,0.0,0.8088235294117647,0.0,0.7776577938704654,0.0,0.7776577938704655,0.0,1699374137,True,1,b7949112,2023-11-07_16-22-17,23.384479999542236,23.384479999542236,96333,0ec30bcea331,172.17.0.2,23.384479999542236,1,,0.2,200,333,"(1, 2, 5)",b7949112
231,0.8205882352941176,0.8094117647058823,0.0034299717028501643,0.8079834875501926,0.003442577304132582,0.8079834875501923,0.0034425773041326176,0.7941176470588235,0.0,0.7927290866576817,0.0,0.7927290866576815,0.0,0.8205882352941176,0.0,0.7966465787677554,0.0,0.7966465787677555,0.0,1699374165,True,1,1c0c926d,2023-11-07_16-22-45,47.709349393844604,47.709349393844604,102104,0ec30bcea331,172.17.0.2,47.709349393844604,1,,0.1,259,256,"(4, 10, 11)",1c0c926d
232,0.7952941176470588,0.7952941176470588,0.0049565586901037665,0.7937818022879728,0.004951513457327137,0.7937818022879728,0.004951513457327104,0.7941176470588235,0.0,0.7932511651138785,0.0,0.7932511651138784,0.0,0.7852941176470588,0.0,0.7736737973124551,0.0,0.7736737973124551,0.0,1699374168,True,1,cbf6bcb1,2023-11-07_16-22-48,44.17059397697449,44.17059397697449,94120,0ec30bcea331,172.17.0.2,44.17059397697449,1,,0.1,335,308,"(3, 6, 10)",cbf6bcb1
233,0.8294117647058824,0.8120588235294118,0.004999999999999982,0.8108154837485289,0.004965044368546877,0.8108154837485291,0.004965044368546887,0.8294117647058824,0.0,0.8284974157883385,0.0,0.8284974157883384,0.0,0.8088235294117647,0.0,0.7747703417721095,0.0,0.7747703417721093,0.0,1699374161,True,1,ea0f3abf,2023-11-07_16-22-41,23.933079719543457,23.933079719543457,96333,0ec30bcea331,172.17.0.2,23.933079719543457,1,,0.2,208,291,"(3, 8, 9)",ea0f3abf
234,0.8470588235294118,0.8179411764705883,0.004823888078487255,0.8155063491234763,0.004998345129877924,0.8155063491234763,0.004998345129877963,0.8470588235294118,0.0,0.846328800945462,0.0,0.8463288009454619,0.0,0.8058823529411765,0.0,0.7641598907379488,0.0,0.7641598907379489,0.0,1699374161,False,1,834fd306,2023-11-07_16-22-41,23.02374005317688,23.02374005317688,94512,0ec30bcea331,172.17.0.2,23.02374005317688,1,,0.2,193,283,"(5, 9, 11)",834fd306
235,0.8099999999999999,0.8099999999999999,0.004956558690103723,0.8071374354072404,0.005172272347327708,0.8071374354072404,0.005172272347327742,0.8088235294117647,0.0,0.8080398100658404,0.0,0.8080398100658402,0.0,0.8058823529411765,0.0,0.7718299606353728,0.0,0.7718299606353728,0.0,1699374173,True,1,cd8b3b9e,2023-11-07_16-22-53,22.570695400238037,22.570695400238037,90901,0ec30bcea331,172.17.0.2,22.570695400238037,1,,0.2,182,375,"(3, 9, 10)",cd8b3b9e
