,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/temperature_head,config/latent_dim,config/batch_size,config/transform_funcs,logdir,num_params,num_trainable_params,error_type,error_message,error_traceback
459,0.7091836734693877,0.6983560090702948,0.0035170243467678073,0.6921918848102064,0.0037741913190527487,0.6921918848102064,0.0037741913190527253,0.6757369614512472,0.0,0.6664753671276299,0.0,0.66647536712763,0.0,0.7091836734693877,0.0,0.7041027163848167,0.0,0.7041027163848167,0.0,1699483041,True,1,ba234c27,2023-11-08_22-37-21,49.15839433670044,49.15839433670044,14708,bcf5648ce3ef,172.17.0.2,49.15839433670044,1,,0.9,63,427,"(2,)",ba234c27,,,,,
460,0.7154195011337868,0.7050453514739228,0.002060406104919089,0.7005396032785152,0.001981688423369576,0.7005396032785152,0.001981688423369562,0.7154195011337868,0.0,0.7137416751910469,0.0,0.7137416751910469,0.0,0.7069160997732427,0.0,0.7070053319080842,0.0,0.7070053319080841,0.0,1699483046,True,1,d228c974,2023-11-08_22-37-26,54.130340814590454,54.130340814590454,15135,bcf5648ce3ef,172.17.0.2,54.130340814590454,1,,1.0,53,351,"(4,)",d228c974,,,,,
461,0.7244897959183674,0.700907029478458,0.0025629602166569797,0.6949978236754756,0.002804530030147924,0.6949978236754756,0.002804530030147949,0.7182539682539683,0.0,0.7123879930373338,0.0,0.7123879930373338,0.0,0.7244897959183674,0.0,0.7230066830199032,0.0,0.7230066830199032,0.0,1699483065,False,1,570e368c,2023-11-08_22-37-45,45.759689807891846,45.759689807891846,13930,bcf5648ce3ef,172.17.0.2,45.759689807891846,1,,0.7000000000000001,22,180,"(8,)",570e368c,,,,,
462,0.6984126984126984,0.6852607709750567,0.006265647110951525,0.678924438283105,0.006647662992266435,0.678924438283105,0.006647662992266454,0.68140589569161,0.0,0.6773002822008275,0.0,0.6773002822008274,0.0,0.6984126984126984,0.0,0.6960406841234669,0.0,0.6960406841234669,0.0,1699483106,True,1,fefe59d4,2023-11-08_22-38-26,81.45298337936401,81.45298337936401,13544,bcf5648ce3ef,172.17.0.2,81.45298337936401,1,,0.2,67,364,"(11,)",fefe59d4,,,,,
463,0.7171201814058957,0.7145691609977325,0.0028373001714834915,0.7148920403198884,0.0027743214460662483,0.7148920403198884,0.0027743214460663112,0.6978458049886621,0.0,0.6938484984810067,0.0,0.6938484984810067,0.0,0.7171201814058957,0.0,0.7168682912139701,0.0,0.7168682912139701,0.0,1699483102,False,1,202a35bc,2023-11-08_22-38-22,62.79968595504761,62.79968595504761,14317,bcf5648ce3ef,172.17.0.2,62.79968595504761,1,,0.8,92,336,"(6,)",202a35bc,,,,,
464,0.7086167800453514,0.7048185941043084,0.0022108843537414877,0.7039750669678575,0.002235152274580774,0.7039750669678575,0.002235152274580771,0.7086167800453514,0.0,0.7046069643022093,0.0,0.7046069643022093,0.0,0.6490929705215419,0.0,0.6318714206050775,0.0,0.6318714206050775,0.0,1699483123,True,1,acce808b,2023-11-08_22-38-43,80.737233877182,80.737233877182,14708,bcf5648ce3ef,172.17.0.2,80.737233877182,1,,0.9,104,414,"(4,)",acce808b,,,,,
465,0.7007369614512472,0.7007369614512472,0.0028733165300394883,0.7002814725576941,0.002949424074661013,0.7002814725576941,0.0029494240746610442,0.6955782312925171,0.0,0.6906362964445633,0.0,0.6906362964445633,0.0,0.6950113378684807,0.0,0.6935560611329629,0.0,0.6935560611329628,0.0,1699483111,True,1,5642b425,2023-11-08_22-38-31,65.06244111061096,65.06244111061096,15135,bcf5648ce3ef,172.17.0.2,65.06244111061096,1,,0.4,80,309,"(0,)",5642b425,,,,,
466,0.7188208616780045,0.7023242630385487,0.0017463630159579749,0.6974763823131475,0.002214343207506522,0.6974763823131475,0.002214343207506503,0.7188208616780045,0.0,0.7142565660030121,0.0,0.7142565660030121,0.0,0.7091836734693877,0.0,0.7084092616394724,0.0,0.7084092616394724,0.0,1699483131,False,1,f25c44ae,2023-11-08_22-38-51,66.0050208568573,66.0050208568573,13930,bcf5648ce3ef,172.17.0.2,66.0050208568573,1,,1.0,87,283,"(2,)",f25c44ae,,,,,
467,0.7069160997732427,0.6951814058956916,0.001811399694860586,0.6938147787249036,0.0019662533568933177,0.6938147787249036,0.0019662533568933233,0.7069160997732427,0.0,0.7050859984720255,0.0,0.7050859984720255,0.0,0.7006802721088435,0.0,0.7021561369835313,0.0,0.7021561369835315,0.0,1699483184,True,1,d5f8f607,2023-11-08_22-39-44,82.185959815979,82.185959815979,14317,bcf5648ce3ef,172.17.0.2,82.185959815979,1,,0.7000000000000001,123,421,"(10,)",d5f8f607,,,,,
468,0.6955782312925171,0.6824263038548752,0.0060570115143732724,0.677401794671394,0.006347217843025266,0.677401794671394,0.006347217843025275,0.6955782312925171,0.0,0.6932977127476817,0.0,0.6932977127476818,0.0,0.68140589569161,0.0,0.6818024091140896,0.0,0.6818024091140897,0.0,1699483165,True,1,65af0cdf,2023-11-08_22-39-25,58.74952673912048,58.74952673912048,13544,bcf5648ce3ef,172.17.0.2,58.74952673912048,1,,0.8,49,275,"(9,)",65af0cdf,,,,,
469,0.7001133786848073,0.6924036281179139,0.002015463586692878,0.6888236855545513,0.0022284286891130775,0.6888236855545513,0.002228428689113094,0.6972789115646258,0.0,0.6961596227741406,0.0,0.6961596227741407,0.0,0.7001133786848073,0.0,0.6965091077128042,0.0,0.696509107712804,0.0,1699483177,True,1,ba24abd3,2023-11-08_22-39-37,65.51631569862366,65.51631569862366,15135,bcf5648ce3ef,172.17.0.2,65.51631569862366,1,,0.9,71,356,"(4,)",ba24abd3,,,,,
