,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/min_delta,config/temperature,config/latent_dim,config/batch_size,config/transform_funcs,logdir
921,0.6235294117647059,0.6202941176470589,0.008156132131683551,0.6180771614571785,0.008176116351850723,0.6180771614571785,0.00817611635185068,0.5588235294117647,0.0,0.559500158284006,0.0,0.559500158284006,0.0,0.6235294117647059,0.0,0.5811686367867674,0.0,0.5811686367867674,0.0,1698342571,True,1,0407ebe3,2023-10-26_17-49-31,27.869529724121094,27.869529724121094,16870,6758e5a243b0,172.17.0.4,27.869529724121094,1,,0.097,0.4,49,187,"(4, 5, 6)",0407ebe3
922,0.6441176470588236,0.6441176470588236,0.015507560384075402,0.639217065284359,0.01533293304621311,0.639217065284359,0.0153329330462131,0.5911764705882353,0.0,0.592047544340434,0.0,0.5920475443404339,0.0,0.6264705882352941,0.0,0.5993540014190694,0.0,0.5993540014190695,0.0,1698342576,True,1,6c315998,2023-10-26_17-49-36,23.324697256088257,23.324697256088257,12009,6758e5a243b0,172.17.0.4,23.324697256088257,1,,0.306,0.1,53,159,"(2, 4, 10)",6c315998
923,0.6588235294117648,0.6588235294117648,0.008214258849275818,0.655346512804871,0.008309016101109092,0.655346512804871,0.008309016101109078,0.6411764705882353,0.0,0.6392203915087658,0.0,0.6392203915087656,0.0,0.6529411764705882,0.0,0.6186090794791288,0.0,0.6186090794791288,0.0,1698342592,True,1,4ba08aa6,2023-10-26_17-49-52,38.716500997543335,38.716500997543335,19013,6758e5a243b0,172.17.0.4,38.716500997543335,1,,0.123,0.30000000000000004,57,198,"(6, 7, 11)",4ba08aa6
924,0.5897058823529411,0.5897058823529411,0.012286234455414961,0.5854606513608265,0.011664683935391667,0.5854606513608266,0.01166468393539167,0.5029411764705882,0.0,0.5021753836690982,0.0,0.5021753836690982,0.0,0.5558823529411765,0.0,0.4870762962123786,0.0,0.48707629621237863,0.0,1698342573,True,1,5cc3c51c,2023-10-26_17-49-33,19.363420486450195,19.363420486450195,13546,6758e5a243b0,172.17.0.4,19.363420486450195,1,,0.372,0.1,51,136,"(2, 8, 9)",5cc3c51c
925,0.5735294117647058,0.5664705882352941,0.007578881603955948,0.567394864750703,0.007779428278391079,0.567394864750703,0.007779428278391076,0.4647058823529412,0.0,0.46934721492817183,0.0,0.46934721492817183,0.0,0.5735294117647058,0.0,0.5354298079707472,0.0,0.5354298079707472,0.0,1698342582,True,1,07c15b60,2023-10-26_17-49-42,18.952553033828735,18.952553033828735,14317,6758e5a243b0,172.17.0.4,18.952553033828735,1,,0.176,0.2,55,167,"(2, 3, 5)",07c15b60
926,0.7697058823529411,0.7697058823529411,0.012481820690542907,0.7678537467099964,0.012792861412834089,0.7678537467099964,0.01279286141283407,0.6852941176470588,0.0,0.6870124485299334,0.0,0.6870124485299334,0.0,0.7411764705882353,0.0,0.7021027776413341,0.0,0.7021027776413341,0.0,1698342597,False,1,0027c094,2023-10-26_17-49-57,25.667860746383667,25.667860746383667,16870,6758e5a243b0,172.17.0.4,25.667860746383667,1,,0.203,0.4,46,143,"(0, 1, 7)",0027c094
927,0.7273529411764706,0.7273529411764706,0.013923294562993667,0.7254522081815347,0.014098338077483832,0.7254522081815348,0.014098338077483816,0.6941176470588235,0.0,0.6914300653594772,0.0,0.6914300653594772,0.0,0.7058823529411765,0.0,0.658532059117564,0.0,0.658532059117564,0.0,1698342608,False,1,7549d728,2023-10-26_17-50-08,34.706937074661255,34.706937074661255,13546,6758e5a243b0,172.17.0.4,34.706937074661255,1,,0.1,0.30000000000000004,48,205,"(1, 5, 9)",7549d728
928,0.5673529411764705,0.5673529411764705,0.010961555972696583,0.5522665139680776,0.010396770863242926,0.5522665139680776,0.010396770863242944,0.5088235294117647,0.0,0.49965039104394793,0.0,0.49965039104394793,0.0,0.5264705882352941,0.0,0.4465514257800424,0.0,0.4465514257800424,0.0,1698342596,True,1,75684161,2023-10-26_17-49-56,20.41605806350708,20.41605806350708,12009,6758e5a243b0,172.17.0.4,20.41605806350708,1,,0.14400000000000002,0.2,41,219,"(1, 9, 10)",75684161
929,0.5702941176470587,0.5702941176470587,0.011724194957643963,0.5640333129106458,0.012608337791332268,0.5640333129106458,0.012608337791332299,0.5264705882352941,0.0,0.5143877987915266,0.0,0.5143877987915265,0.0,0.5529411764705883,0.0,0.5191634671539492,0.0,0.5191634671539492,0.0,1698342617,True,1,a9054454,2023-10-26_17-50-17,35.49672174453735,35.49672174453735,14317,6758e5a243b0,172.17.0.4,35.49672174453735,1,,0.089,0.1,53,154,"(2, 4, 5)",a9054454
930,0.5449999999999999,0.5449999999999999,0.015621496146928815,0.5416167465857208,0.016057223880536056,0.5416167465857208,0.016057223880536067,0.4970588235294118,0.0,0.5042252818926246,0.0,0.5042252818926247,0.0,0.5235294117647059,0.0,0.4496707797241622,0.0,0.4496707797241622,0.0,1698342614,True,1,0b79baa7,2023-10-26_17-50-14,22.450026273727417,22.450026273727417,19013,6758e5a243b0,172.17.0.4,22.450026273727417,1,,0.161,0.2,39,171,"(2, 6, 11)",0b79baa7
931,0.6588235294117648,0.6588235294117648,0.007440653318043218,0.6557785173265988,0.007756923807675364,0.6557785173265986,0.007756923807675388,0.6294117647058823,0.0,0.6285779258698092,0.0,0.6285779258698092,0.0,0.6470588235294118,0.0,0.6158296030521317,0.0,0.6158296030521316,0.0,1698342624,True,1,5e5a0d63,2023-10-26_17-50-24,28.099476099014282,28.099476099014282,12009,6758e5a243b0,172.17.0.4,28.099476099014282,1,,0.122,0.30000000000000004,43,134,"(1, 4, 7)",5e5a0d63
