,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/min_delta,config/temperature,config/latent_dim,config/batch_size,config/transform_funcs,logdir
220,0.6117647058823529,0.6117647058823529,0.01295453855620308,0.6066394048814346,0.01457581836689996,0.6066394048814346,0.014575818366899957,0.5323529411764706,0.0,0.5356316791099399,0.0,0.53563167910994,0.0,0.6088235294117647,0.0,0.5713362996672954,0.0,0.5713362996672954,0.0,1698254653,True,1,16f3ada7,2023-10-25_17-24-13,15.057617902755737,15.057617902755737,47188,b274391a1c31,172.17.0.2,15.057617902755737,1,,0.798,1.6,30,272,"(1,)",16f3ada7
221,0.6558823529411765,0.6402941176470589,0.015454476065199585,0.6383892641528371,0.01565214265149209,0.6383892641528371,0.01565214265149209,0.5705882352941176,0.0,0.5670820237275416,0.0,0.5670820237275417,0.0,0.6558823529411765,0.0,0.6264302735998886,0.0,0.6264302735998887,0.0,1698254657,True,1,4fb34407,2023-10-25_17-24-17,13.061460494995117,13.061460494995117,46472,b274391a1c31,172.17.0.2,13.061460494995117,1,,0.314,0.30000000000000004,45,312,"(2,)",4fb34407
222,0.6205882352941177,0.6023529411764705,0.01378279354571764,0.5985778577808298,0.01382059807701909,0.5985778577808298,0.013820598077019125,0.6205882352941177,0.0,0.6189640798915214,0.0,0.6189640798915214,0.0,0.611764705882353,0.0,0.5733991215199552,0.0,0.5733991215199551,0.0,1698254661,True,1,5083fbac,2023-10-25_17-24-21,13.688246488571167,13.688246488571167,44440,b274391a1c31,172.17.0.2,13.688246488571167,1,,0.001,0.4,7,496,"(4,)",5083fbac
223,0.6029411764705882,0.5473529411764705,0.01564363076114378,0.5467848088584655,0.015093343371560751,0.5467848088584655,0.015093343371560776,0.4647058823529412,0.0,0.462211480751355,0.0,0.46221148075135504,0.0,0.6029411764705882,0.0,0.5724561758758496,0.0,0.5724561758758497,0.0,1698254666,True,1,9c183fff,2023-10-25_17-24-26,13.133487939834595,13.133487939834595,47188,b274391a1c31,172.17.0.2,13.133487939834595,1,,0.04,1.4000000000000001,18,456,"(1,)",9c183fff
224,0.6185294117647059,0.6185294117647059,0.00696630546019237,0.6160370818033709,0.007673668404570542,0.6160370818033709,0.007673668404570524,0.5823529411764706,0.0,0.5834252833272503,0.0,0.5834252833272503,0.0,0.611764705882353,0.0,0.5512697427376614,0.0,0.5512697427376615,0.0,1698254672,True,1,706d2dd4,2023-10-25_17-24-32,17.380380630493164,17.380380630493164,52259,b274391a1c31,172.17.0.2,17.380380630493164,1,,0.129,0.5,38,396,"(8,)",706d2dd4
225,0.611764705882353,0.5997058823529412,0.014194033543545478,0.5927664729477802,0.014789041069088283,0.5927664729477803,0.014789041069088299,0.47941176470588237,0.0,0.48059694031482125,0.0,0.48059694031482125,0.0,0.611764705882353,0.0,0.5713941589011775,0.0,0.5713941589011774,0.0,1698254670,True,1,206bc64a,2023-10-25_17-24-30,13.849746704101562,13.849746704101562,46472,b274391a1c31,172.17.0.2,13.849746704101562,1,,0.184,0.9,26,349,"(1,)",206bc64a
226,0.5173529411764706,0.5173529411764706,0.009155519068396123,0.5205018081139913,0.009437051024038431,0.5205018081139913,0.009437051024038443,0.4764705882352941,0.0,0.4860483142953146,0.0,0.48604831429531453,0.0,0.47941176470588237,0.0,0.44365846528386443,0.0,0.44365846528386443,0.0,1698254676,True,1,58cc2637,2023-10-25_17-24-36,18.077574491500854,18.077574491500854,41732,b274391a1c31,172.17.0.2,18.077574491500854,1,,0.717,0.30000000000000004,50,288,"(6,)",58cc2637
227,0.7129411764705883,0.7129411764705883,0.009860620361317761,0.7102245911524987,0.009628775477329274,0.7102245911524987,0.009628775477329281,0.6647058823529411,0.0,0.6628948047716376,0.0,0.6628948047716376,0.0,0.7029411764705882,0.0,0.6721905639131938,0.0,0.6721905639131938,0.0,1698254678,False,1,a1f00b25,2023-10-25_17-24-38,16.250810623168945,16.250810623168945,44440,b274391a1c31,172.17.0.2,16.250810623168945,1,,0.296,0.1,24,203,"(7,)",a1f00b25
228,0.6976470588235294,0.6976470588235294,0.010830560376189399,0.6969054980078446,0.010790466250520691,0.6969054980078446,0.010790466250520677,0.6441176470588236,0.0,0.6451936951936952,0.0,0.6451936951936952,0.0,0.6705882352941176,0.0,0.6396996451856454,0.0,0.6396996451856455,0.0,1698254684,False,1,817477e7,2023-10-25_17-24-44,17.756328344345093,17.756328344345093,47188,b274391a1c31,172.17.0.2,17.756328344345093,1,,0.098,0.6000000000000001,28,146,"(1,)",817477e7
229,0.6544117647058825,0.6544117647058825,0.012701660518640691,0.6525133513970625,0.012582747453200498,0.6525133513970625,0.01258274745320053,0.5676470588235294,0.0,0.5622812929300547,0.0,0.5622812929300548,0.0,0.65,0.0,0.6192912915865947,0.0,0.6192912915865947,0.0,1698254688,True,1,2725b5eb,2023-10-25_17-24-48,17.223870754241943,17.223870754241943,46472,b274391a1c31,172.17.0.2,17.223870754241943,1,,0.23900000000000002,0.2,43,447,"(0,)",2725b5eb
230,0.5741176470588234,0.5741176470588234,0.010830560376189393,0.570746949228562,0.011666842689481888,0.570746949228562,0.01166684268948189,0.4970588235294118,0.0,0.49185266975934017,0.0,0.4918526697593402,0.0,0.5558823529411765,0.0,0.5114241315001797,0.0,0.5114241315001797,0.0,1698254684,True,1,69fbf26d,2023-10-25_17-24-44,11.906949520111084,11.906949520111084,52259,b274391a1c31,172.17.0.2,11.906949520111084,1,,0.343,0.8,16,243,"(11,)",69fbf26d
