,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/temperature_head,config/latent_dim,config/transform_funcs,logdir,num_params,num_trainable_params,error_type,error_message,error_traceback
0,0.8214285714285714,0.809047619047619,0.004616837959444107,0.8094851608899962,0.004431002753863304,0.8094851608899962,0.004431002753863289,0.8214285714285714,0.0,0.8261185835788338,0.0,0.8261185835788338,0.0,0.7880952380952381,0.0,0.7905832770269056,0.0,0.7905832770269055,0.0,1700064951,False,1,9ad53dc5,2023-11-15_16-15-51,59.5260534286499,59.5260534286499,80168,c7ab4190cebd,172.17.0.3,59.5260534286499,1,,0.4,6,"(2, 4)",9ad53dc5,,,,,
1,0.8045238095238096,0.8045238095238096,0.004047619047619033,0.8074811512634751,0.0035844085041023023,0.807481151263475,0.003584408504102355,0.8,0.0,0.8033712780497179,0.0,0.8033712780497179,0.0,0.7928571428571428,0.0,0.7952408639558121,0.0,0.7952408639558123,0.0,1700065010,True,1,fbcc9d57,2023-11-15_16-16-50,104.84086298942566,104.84086298942566,81163,c7ab4190cebd,172.17.0.3,104.84086298942566,1,,1.3,81,"(1, 3, 6, 9)",fbcc9d57,,,,,
2,0.8380952380952381,0.8330952380952381,0.0034421029273335717,0.8360455220779468,0.0033982171388573404,0.8360455220779468,0.0033982171388573074,0.8380952380952381,0.0,0.8405255425851784,0.0,0.8405255425851783,0.0,0.8214285714285714,0.0,0.8238659567252445,0.0,0.8238659567252444,0.0,1700065039,False,1,08c34eb1,2023-11-15_16-17-19,117.88795065879822,117.88795065879822,81568,c7ab4190cebd,172.17.0.3,117.88795065879822,1,,0.4,77,"(0, 3, 8, 10)",08c34eb1,,,,,
3,0.8002380952380953,0.8002380952380953,0.004185332340773094,0.8047891787220205,0.004211130337213136,0.8047891787220205,0.004211130337213146,0.7976190476190477,0.0,0.7987072430432841,0.0,0.7987072430432842,0.0,0.7833333333333333,0.0,0.7858223280581195,0.0,0.7858223280581196,0.0,1700065064,True,1,84e0ec65,2023-11-15_16-17-44,126.05689930915833,126.05689930915833,81965,c7ab4190cebd,172.17.0.3,126.05689930915833,1,,0.9,163,"(3, 5, 6, 10)",84e0ec65,,,,,
4,0.8014285714285714,0.8014285714285714,0.006317380553057908,0.80635570338751,0.005899638491289923,0.80635570338751,0.005899638491289927,0.7833333333333333,0.0,0.7872996969100866,0.0,0.7872996969100866,0.0,0.7857142857142857,0.0,0.789681039042359,0.0,0.789681039042359,0.0,1700065065,True,1,8ebf2057,2023-11-15_16-17-45,114.30789804458618,114.30789804458618,80168,c7ab4190cebd,172.17.0.3,114.30789804458618,1,,0.4,75,"(1, 7)",8ebf2057,,,,,
5,0.8030952380952382,0.8030952380952382,0.005537953976006206,0.8070246122180655,0.005427358643684804,0.8070246122180655,0.005427358643684829,0.8023809523809524,0.0,0.8070035904083669,0.0,0.8070035904083668,0.0,0.8,0.0,0.8044070080806217,0.0,0.8044070080806216,0.0,1700065085,True,1,982e103f,2023-11-15_16-18-05,108.21255326271057,108.21255326271057,82761,c7ab4190cebd,172.17.0.3,108.21255326271057,1,,0.4,96,"(2, 3, 8, 9)",982e103f,,,,,
6,0.8283333333333334,0.8283333333333334,0.005045147642956477,0.8333240485752131,0.00473963882245506,0.8333240485752131,0.004739638822455048,0.8261904761904761,0.0,0.8308543690432227,0.0,0.830854369043223,0.0,0.7976190476190477,0.0,0.80107705027365,0.0,0.80107705027365,0.0,1700065116,False,1,a48a843f,2023-11-15_16-18-36,106.21427154541016,106.21427154541016,81163,c7ab4190cebd,172.17.0.3,106.21427154541016,1,,0.8,94,"(1, 3, 4, 8)",a48a843f,,,,,
7,0.7904761904761904,0.7866666666666666,0.00428571428571427,0.7919836742309345,0.004308450786307446,0.7919836742309345,0.004308450786307489,0.7904761904761904,0.0,0.7952668213888674,0.0,0.7952668213888673,0.0,0.7595238095238095,0.0,0.76387200126559,0.0,0.76387200126559,0.0,1700065138,True,1,38a354e7,2023-11-15_16-18-58,99.57767081260681,99.57767081260681,81568,c7ab4190cebd,172.17.0.3,99.57767081260681,1,,0.8,52,"(1, 2, 6, 8)",38a354e7,,,,,
8,0.7833333333333333,0.7797619047619048,0.005243503701320276,0.7859757803821829,0.004940301219553465,0.785975780382183,0.004940301219553442,0.7833333333333333,0.0,0.7870191782453563,0.0,0.7870191782453563,0.0,0.7738095238095238,0.0,0.7772248159971017,0.0,0.7772248159971018,0.0,1700065189,True,1,8b9fcb4c,2023-11-15_16-19-49,125.32101368904114,125.32101368904114,81965,c7ab4190cebd,172.17.0.3,125.32101368904114,1,,0.4,156,"(3, 4, 5, 6)",8b9fcb4c,,,,,
9,0.8054761904761906,0.8054761904761906,0.004767853427262075,0.8108191216638184,0.00448696283941402,0.8108191216638184,0.0044869628394140154,0.7904761904761904,0.0,0.7943884999322361,0.0,0.7943884999322361,0.0,0.7785714285714286,0.0,0.7822540969126172,0.0,0.782254096912617,0.0,1700065177,True,1,c352b93b,2023-11-15_16-19-37,112.04744148254395,112.04744148254395,80168,c7ab4190cebd,172.17.0.3,112.04744148254395,1,,0.6000000000000001,58,"(1, 3, 6)",c352b93b,,,,,
10,0.8038095238095238,0.8038095238095238,0.005128728387747129,0.8095371989653369,0.004954951838159704,0.8095371989653369,0.004954951838159734,0.7904761904761904,0.0,0.7951867802261389,0.0,0.7951867802261389,0.0,0.7547619047619047,0.0,0.7590878620523972,0.0,0.7590878620523972,0.0,1700065201,True,1,310814f0,2023-11-15_16-20-01,116.07599544525146,116.07599544525146,82761,c7ab4190cebd,172.17.0.3,116.07599544525146,1,,0.5,139,"(2, 5, 7, 11)",310814f0,,,,,
11,0.825952380952381,0.825952380952381,0.004573660169594918,0.833047507641116,0.004370219643430172,0.833047507641116,0.004370219643430132,0.8023809523809524,0.0,0.8084519625838781,0.0,0.8084519625838781,0.0,0.7904761904761904,0.0,0.7959579701537223,0.0,0.7959579701537224,0.0,1700065240,False,1,1eeb4b07,2023-11-15_16-20-40,123.62206959724426,123.62206959724426,81163,c7ab4190cebd,172.17.0.3,123.62206959724426,1,,1.5,165,"(0, 4, 8)",1eeb4b07,,,,,
12,0.7880952380952381,0.7828571428571428,0.007514158970504497,0.7873332414840324,0.007644243248216167,0.7873332414840324,0.007644243248216219,0.7880952380952381,0.0,0.7924581918295793,0.0,0.7924581918295794,0.0,0.7714285714285715,0.0,0.7766653631870989,0.0,0.7766653631870989,0.0,1700065254,True,1,656acd4c,2023-11-15_16-20-54,115.13373231887817,115.13373231887817,81568,c7ab4190cebd,172.17.0.3,115.13373231887817,1,,1.2000000000000002,168,"(1, 3, 5, 7)",656acd4c,,,,,
13,0.8245238095238095,0.8245238095238095,0.005112121560377144,0.8302242313160549,0.004789002885437245,0.8302242313160548,0.00478900288543725,0.8238095238095238,0.0,0.8280898687663498,0.0,0.8280898687663497,0.0,0.819047619047619,0.0,0.8248794714850315,0.0,0.8248794714850315,0.0,1700065285,False,1,e3fc66ad,2023-11-15_16-21-25,107.54365277290344,107.54365277290344,80168,c7ab4190cebd,172.17.0.3,107.54365277290344,1,,0.4,20,"(0, 6, 9, 11)",e3fc66ad,,,,,
14,0.8102380952380953,0.8102380952380953,0.0030210898905832085,0.8128090458218296,0.003313264626494832,0.8128090458218296,0.003313264626494826,0.7976190476190477,0.0,0.8013097013503692,0.0,0.8013097013503693,0.0,0.7738095238095238,0.0,0.7757444526185341,0.0,0.775744452618534,0.0,1700065313,True,1,897bf5db,2023-11-15_16-21-53,123.70415544509888,123.70415544509888,81965,c7ab4190cebd,172.17.0.3,123.70415544509888,1,,1.4000000000000001,178,"(7, 8)",897bf5db,,,,,
15,0.8261904761904763,0.8261904761904763,0.004123930494211643,0.8302245436896669,0.004039579550622462,0.8302245436896669,0.004039579550622448,0.819047619047619,0.0,0.8234370343835113,0.0,0.8234370343835113,0.0,0.7928571428571428,0.0,0.797272307047039,0.0,0.7972723070470391,0.0,1700065319,False,1,b591311b,2023-11-15_16-21-59,117.9309949874878,117.9309949874878,82761,c7ab4190cebd,172.17.0.3,117.9309949874878,1,,1.3,104,"(5, 6, 11)",b591311b,,,,,
16,0.7747619047619048,0.7747619047619048,0.004151332327181607,0.7796792118147994,0.0044993900640779155,0.7796792118147993,0.0044993900640779285,0.7738095238095238,0.0,0.7782841680762084,0.0,0.7782841680762085,0.0,0.7619047619047619,0.0,0.7640363826433356,0.0,0.7640363826433356,0.0,1700065353,True,1,3cf0d1c1,2023-11-15_16-22-33,112.86104345321655,112.86104345321655,81163,c7ab4190cebd,172.17.0.3,112.86104345321655,1,,1.2000000000000002,43,"(4, 5, 6, 9)",3cf0d1c1,,,,,
