,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/min_delta,config/temperature,config/batch_size,config/latent_dim,logdir
0,0.5070422535211268,0.4887323943661972,0.007841921637788766,0.49239375203324104,0.007494074024508405,0.49239375203324104,0.007494074024508406,0.5070422535211268,0.0,0.5143665515068212,0.0,0.5143665515068212,0.0,0.4507042253521127,0.0,0.39795806744854073,0.0,0.3979580674485408,0.0,1699969452,False,1,98fab221,2023-11-14_13-44-12,6.0588414669036865,6.0588414669036865,404379,59d6454cd9f4,172.17.0.2,6.0588414669036865,1,,0.388,0.30000000000000004,476,16,98fab221
1,0.5938967136150235,0.55,0.012063535359182713,0.5545520163792605,0.011509843414175434,0.5545520163792605,0.011509843414175411,0.5258215962441315,0.0,0.5307859452543945,0.0,0.5307859452543945,0.0,0.5938967136150235,0.0,0.5386249132534862,0.0,0.5386249132534862,0.0,1699969460,False,1,2b769ac6,2023-11-14_13-44-20,7.975178003311157,7.975178003311157,404379,59d6454cd9f4,172.17.0.2,7.975178003311157,1,,0.233,1.8,358,55,2b769ac6
2,0.5539906103286385,0.5455399061032864,0.014704657054803586,0.552332921708712,0.014004311954703684,0.552332921708712,0.014004311954703672,0.4953051643192488,0.0,0.4993294635242617,0.0,0.49932946352426166,0.0,0.5539906103286385,0.0,0.507546939670277,0.0,0.507546939670277,0.0,1699969467,True,1,5277e3c1,2023-11-14_13-44-27,6.4977734088897705,6.4977734088897705,404379,59d6454cd9f4,172.17.0.2,6.4977734088897705,1,,0.653,1.7000000000000002,429,31,5277e3c1
3,0.5234741784037559,0.507981220657277,0.013574490417653474,0.5134367766931366,0.013261598093907307,0.5134367766931366,0.013261598093907324,0.5234741784037559,0.0,0.5310378134453512,0.0,0.5310378134453513,0.0,0.460093896713615,0.0,0.39329491830641167,0.0,0.39329491830641167,0.0,1699969475,True,1,b623030f,2023-11-14_13-44-35,8.246381998062134,8.246381998062134,404379,59d6454cd9f4,172.17.0.2,8.246381998062134,1,,0.289,1.3,168,68,b623030f
4,0.5938967136150235,0.523943661971831,0.013229110613713978,0.5304873607854554,0.01279224388447441,0.5304873607854554,0.012792243884474423,0.5375586854460094,0.0,0.5465763739671549,0.0,0.5465763739671547,0.0,0.5938967136150235,0.0,0.5334896584896586,0.0,0.5334896584896585,0.0,1699969481,False,1,d0d19944,2023-11-14_13-44-41,5.516967535018921,5.516967535018921,404379,59d6454cd9f4,172.17.0.2,5.516967535018921,1,,0.259,1.4000000000000001,392,19,d0d19944
5,0.5093896713615024,0.4906103286384977,0.012857337030637697,0.500325274697328,0.012732335922936957,0.500325274697328,0.012732335922936974,0.5093896713615024,0.0,0.5081723145926443,0.0,0.5081723145926443,0.0,0.460093896713615,0.0,0.39110330954124395,0.0,0.391103309541244,0.0,1699969490,True,1,39cb2302,2023-11-14_13-44-50,9.077202081680298,9.077202081680298,404379,59d6454cd9f4,172.17.0.2,9.077202081680298,1,,0.122,0.5,264,66,39cb2302
6,0.6948356807511737,0.6910798122065728,0.012562524094140517,0.6907309752998712,0.012578149955571006,0.6907309752998712,0.012578149955571011,0.6737089201877934,0.0,0.6694873991122835,0.0,0.6694873991122835,0.0,0.6948356807511737,0.0,0.6345006081073827,0.0,0.6345006081073827,0.0,1699969501,False,1,c39750ac,2023-11-14_13-45-01,11.107027769088745,11.107027769088745,404379,59d6454cd9f4,172.17.0.2,11.107027769088745,1,,0.041,0.1,309,24,c39750ac
7,0.57981220657277,0.5523474178403756,0.0063899800886460896,0.5526172722000253,0.006499642978866159,0.5526172722000253,0.006499642978866194,0.5492957746478874,0.0,0.5518284225426582,0.0,0.5518284225426582,0.0,0.57981220657277,0.0,0.5347206593174144,0.0,0.5347206593174144,0.0,1699969504,True,1,01f0a2c5,2023-11-14_13-45-04,5.11775016784668,5.11775016784668,410648,59d6454cd9f4,172.17.0.2,5.11775016784668,1,,0.139,1.8,501,3,01f0a2c5
8,0.5704225352112676,0.5335680751173709,0.014047290422889379,0.537367086613662,0.013395509628473422,0.537367086613662,0.013395509628473424,0.4953051643192488,0.0,0.5041063541403717,0.0,0.5041063541403717,0.0,0.5704225352112676,0.0,0.5197349909180343,0.0,0.5197349909180343,0.0,1699969506,True,1,0538976c,2023-11-14_13-45-06,5.2852582931518555,5.2852582931518555,404379,59d6454cd9f4,172.17.0.2,5.2852582931518555,1,,0.36,1.8,380,10,0538976c
9,0.5657276995305164,0.5394366197183099,0.007408325745567833,0.5456263804824247,0.007788667839921592,0.5456263804824247,0.007788667839921586,0.4812206572769953,0.0,0.4699398148524209,0.0,0.469939814852421,0.0,0.5657276995305164,0.0,0.5111518298086777,0.0,0.5111518298086776,0.0,1699969514,True,1,277528a6,2023-11-14_13-45-14,10.312989711761475,10.312989711761475,410648,59d6454cd9f4,172.17.0.2,10.312989711761475,1,,0.5760000000000001,1.1,238,118,277528a6
10,0.5657276995305164,0.5218309859154929,0.013197833612085085,0.5276703517934952,0.012395433272141508,0.5276703517934952,0.012395433272141489,0.5305164319248826,0.0,0.5346220412165957,0.0,0.5346220412165958,0.0,0.5657276995305164,0.0,0.5092437049422188,0.0,0.5092437049422187,0.0,1699969513,True,1,481f0b37,2023-11-14_13-45-13,6.853042840957642,6.853042840957642,404379,59d6454cd9f4,172.17.0.2,6.853042840957642,1,,0.8130000000000001,1.5,259,32,481f0b37
11,0.5169014084507043,0.5169014084507043,0.007482336831224997,0.5223893476408679,0.0076773036103102744,0.5223893476408679,0.007677303610310235,0.49061032863849763,0.0,0.493762761104195,0.0,0.4937627611041949,0.0,0.5117370892018779,0.0,0.4724898755860625,0.0,0.4724898755860625,0.0,1699969519,True,1,59262798,2023-11-14_13-45-19,5.849310874938965,5.849310874938965,404379,59d6454cd9f4,172.17.0.2,5.849310874938965,1,,0.40700000000000003,0.8,441,23,59262798
12,0.5985915492957746,0.5305164319248826,0.016297234702074916,0.5378504727860218,0.01611936528798011,0.5378504727860218,0.016119365287980122,0.5446009389671361,0.0,0.5441767734973134,0.0,0.5441767734973134,0.0,0.5985915492957746,0.0,0.5467894299522297,0.0,0.5467894299522297,0.0,1699969524,False,1,99fa75fc,2023-11-14_13-45-24,9.359244585037231,9.359244585037231,410648,59d6454cd9f4,172.17.0.2,9.359244585037231,1,,0.171,0.7000000000000001,509,90,99fa75fc
13,0.5819248826291079,0.5819248826291079,0.009298264000158842,0.5841851191684022,0.008613010050899771,0.5841851191684022,0.008613010050899764,0.5093896713615024,0.0,0.5187737296496421,0.0,0.5187737296496421,0.0,0.5751173708920188,0.0,0.5228536759593244,0.0,0.5228536759593245,0.0,1699969525,True,1,fdb6c555,2023-11-14_13-45-25,6.66185188293457,6.66185188293457,404379,59d6454cd9f4,172.17.0.2,6.66185188293457,1,,0.448,1.4000000000000001,491,31,fdb6c555
14,0.5633802816901409,0.5596244131455399,0.010188983293056663,0.565322794077829,0.009442070150568275,0.5653227940778289,0.009442070150568287,0.49295774647887325,0.0,0.49024468100760493,0.0,0.490244681007605,0.0,0.5633802816901409,0.0,0.514930304800615,0.0,0.514930304800615,0.0,1699969536,True,1,0a1870d0,2023-11-14_13-45-36,12.60594916343689,12.60594916343689,410648,59d6454cd9f4,172.17.0.2,12.60594916343689,1,,0.328,1.0,313,145,0a1870d0
15,0.6619718309859155,0.6129107981220657,0.016712889681997703,0.6060781449054182,0.01946642147365522,0.6060781449054182,0.019466421473655238,0.5657276995305164,0.0,0.5489165556678138,0.0,0.5489165556678138,0.0,0.6619718309859155,0.0,0.6013818529775977,0.0,0.6013818529775976,0.0,1699969542,False,1,94e090d1,2023-11-14_13-45-42,16.153896808624268,16.153896808624268,404379,59d6454cd9f4,172.17.0.2,16.153896808624268,1,,0.037,0.2,163,135,94e090d1
16,0.5539906103286385,0.5319248826291079,0.011316404500651602,0.5371212925425349,0.011082243558814117,0.5371212925425349,0.01108224355881414,0.4835680751173709,0.0,0.4669353210428338,0.0,0.4669353210428338,0.0,0.5539906103286385,0.0,0.5012344554096336,0.0,0.5012344554096336,0.0,1699969551,True,1,fe7d294a,2023-11-14_13-45-51,15.174071073532104,15.174071073532104,413241,59d6454cd9f4,172.17.0.2,15.174071073532104,1,,0.734,1.5,152,179,fe7d294a
17,0.5469483568075117,0.5469483568075117,0.012061251247572884,0.5522072790428463,0.011665946431417634,0.5522072790428463,0.011665946431417658,0.4788732394366197,0.0,0.4713208197109493,0.0,0.4713208197109494,0.0,0.5305164319248826,0.0,0.4746791574475386,0.0,0.4746791574475385,0.0,1699969550,True,1,a2a8bc6c,2023-11-14_13-45-50,13.194152355194092,13.194152355194092,410648,59d6454cd9f4,172.17.0.2,13.194152355194092,1,,0.778,1.5,453,176,a2a8bc6c
18,0.522300469483568,0.522300469483568,0.013657453716233668,0.5247982321825873,0.013259896040595251,0.5247982321825873,0.013259896040595227,0.47417840375586856,0.0,0.47795320016205145,0.0,0.4779532001620514,0.0,0.4647887323943662,0.0,0.41623414847755047,0.0,0.4162341484775504,0.0,1699969552,True,1,7a2f6cb9,2023-11-14_13-45-52,10.755529642105103,10.755529642105103,404379,59d6454cd9f4,172.17.0.2,10.755529642105103,1,,0.222,1.6,336,103,7a2f6cb9
19,0.5314553990610328,0.5314553990610328,0.009803104703202404,0.5386846767690125,0.00945434832857522,0.5386846767690125,0.009454348328575217,0.5070422535211268,0.0,0.510881006098687,0.0,0.510881006098687,0.0,0.44366197183098594,0.0,0.39901439065456584,0.0,0.39901439065456584,0.0,1699969560,True,1,93532b2d,2023-11-14_13-46-00,9.871712684631348,9.871712684631348,410648,59d6454cd9f4,172.17.0.2,9.871712684631348,1,,0.251,0.8,152,79,93532b2d
20,0.6807511737089202,0.6227699530516432,0.013363798429568328,0.6231019674644356,0.013233725132020178,0.6231019674644356,0.013233725132020188,0.6056338028169014,0.0,0.5925013220584131,0.0,0.5925013220584131,0.0,0.6807511737089202,0.0,0.6234782360303224,0.0,0.6234782360303224,0.0,1699969569,False,1,926e8503,2023-11-14_13-46-09,17.98398733139038,17.98398733139038,413241,59d6454cd9f4,172.17.0.2,17.98398733139038,1,,0.002,0.1,202,137,926e8503
21,0.7119718309859154,0.7119718309859154,0.012017770644291255,0.701218282282991,0.013004336323480224,0.701218282282991,0.013004336323480272,0.6408450704225352,0.0,0.6268266621438263,0.0,0.6268266621438263,0.0,0.6854460093896714,0.0,0.6381891742954182,0.0,0.6381891742954181,0.0,1699969584,False,1,d5672720,2023-11-14_13-46-24,31.097432136535645,31.097432136535645,404379,59d6454cd9f4,172.17.0.2,31.097432136535645,1,,0.008,0.1,207,154,d5672720
22,0.6124413145539906,0.6124413145539906,0.01637986387269438,0.6150891229196038,0.016481045169408404,0.6150891229196038,0.016481045169408383,0.5657276995305164,0.0,0.5591345993437155,0.0,0.5591345993437156,0.0,0.5305164319248826,0.0,0.45299693443289984,0.0,0.45299693443289984,0.0,1699969572,False,1,3fb954af,2023-11-14_13-46-12,12.255093574523926,12.255093574523926,410648,59d6454cd9f4,172.17.0.2,12.255093574523926,1,,0.063,0.4,297,127,3fb954af
23,0.539906103286385,0.5394366197183098,0.013187391460270577,0.5473762055462004,0.012553524000321857,0.5473762055462004,0.012553524000321854,0.539906103286385,0.0,0.5451904422359394,0.0,0.5451904422359394,0.0,0.4460093896713615,0.0,0.3778740656651844,0.0,0.37787406566518433,0.0,1699969581,True,1,b3e9eb70,2023-11-14_13-46-21,12.420706272125244,12.420706272125244,413241,59d6454cd9f4,172.17.0.2,12.420706272125244,1,,0.531,0.2,196,163,b3e9eb70
24,0.5225352112676057,0.5225352112676057,0.014964673662449978,0.5288483493098115,0.015594957903051867,0.5288483493098115,0.015594957903051897,0.4835680751173709,0.0,0.4874087764819804,0.0,0.48740877648198044,0.0,0.4671361502347418,0.0,0.40847304047230576,0.0,0.40847304047230576,0.0,1699969582,True,1,3c507ce8,2023-11-14_13-46-22,10.223392963409424,10.223392963409424,410648,59d6454cd9f4,172.17.0.2,10.223392963409424,1,,0.897,0.6000000000000001,286,108,3c507ce8
25,0.626056338028169,0.626056338028169,0.011786281887918497,0.6271097860850442,0.012105708265233455,0.6271097860850442,0.012105708265233469,0.6056338028169014,0.0,0.6078130808024133,0.0,0.6078130808024131,0.0,0.596244131455399,0.0,0.5382002311663006,0.0,0.5382002311663006,0.0,1699969590,False,1,7b180fa3,2023-11-14_13-46-30,9.423085451126099,9.423085451126099,413241,59d6454cd9f4,172.17.0.2,9.423085451126099,1,,0.001,0.1,230,55,7b180fa3
26,0.5706572769953052,0.5706572769953052,0.012617234413499222,0.5720852854882811,0.012270227361719855,0.5720852854882811,0.012270227361719871,0.5469483568075117,0.0,0.5453233231535163,0.0,0.5453233231535162,0.0,0.5328638497652582,0.0,0.4524920857027162,0.0,0.45249208570271626,0.0,1699969593,True,1,2c7e323c,2023-11-14_13-46-33,10.965307235717773,10.965307235717773,410648,59d6454cd9f4,172.17.0.2,10.965307235717773,1,,0.108,0.4,133,93,2c7e323c
27,0.5422535211267606,0.5187793427230047,0.011690046570881438,0.5220124118193101,0.012321735761860646,0.5220124118193101,0.012321735761860648,0.4953051643192488,0.0,0.49179956801584274,0.0,0.4917995680158428,0.0,0.5422535211267606,0.0,0.4929769231175419,0.0,0.4929769231175418,0.0,1699969595,True,1,ae53243f,2023-11-14_13-46-35,11.55457854270935,11.55457854270935,404379,59d6454cd9f4,172.17.0.2,11.55457854270935,1,,0.07100000000000001,1.0,197,132,ae53243f
28,0.5737089201877935,0.5737089201877935,0.014247878784500964,0.5747965564216526,0.014776494064011712,0.5747965564216528,0.014776494064011703,0.568075117370892,0.0,0.5614593475541735,0.0,0.5614593475541735,0.0,0.5258215962441315,0.0,0.4579171242817987,0.0,0.4579171242817987,0.0,1699969603,True,1,3e3aa139,2023-11-14_13-46-43,12.098355770111084,12.098355770111084,413241,59d6454cd9f4,172.17.0.2,12.098355770111084,1,,0.185,0.2,340,155,3e3aa139
29,0.5133802816901408,0.5133802816901408,0.010288547887704752,0.5206723270157809,0.009509838247053932,0.5206723270157809,0.009509838247053894,0.5117370892018779,0.0,0.5207570930188531,0.0,0.5207570930188531,0.0,0.4624413145539906,0.0,0.39696179141800303,0.0,0.39696179141800303,0.0,1699969601,True,1,3090f05a,2023-11-14_13-46-41,7.763490676879883,7.763490676879883,410648,59d6454cd9f4,172.17.0.2,7.763490676879883,1,,0.535,0.4,228,44,3090f05a
30,0.5751173708920188,0.5570422535211266,0.0084016573559499,0.5578691176556075,0.00914257541286489,0.5578691176556075,0.009142575412864938,0.49061032863849763,0.0,0.49281005269494244,0.0,0.4928100526949426,0.0,0.5751173708920188,0.0,0.5259819914862076,0.0,0.5259819914862076,0.0,1699969608,True,1,7538649c,2023-11-14_13-46-48,12.94742226600647,12.94742226600647,404379,59d6454cd9f4,172.17.0.2,12.94742226600647,1,,0.001,2.0,393,164,7538649c
31,0.5732394366197184,0.5732394366197184,0.006705566599570738,0.5282349272284727,0.006876361330663872,0.5282349272284727,0.006876361330663901,0.5117370892018779,0.0,0.4665153846040199,0.0,0.4665153846040199,0.0,0.539906103286385,0.0,0.47852827609132514,0.0,0.4785282760913251,0.0,1699969606,True,1,b19b3ad6,2023-11-14_13-46-46,5.0290281772613525,5.0290281772613525,410648,59d6454cd9f4,172.17.0.2,5.0290281772613525,1,,0.311,0.30000000000000004,281,4,b19b3ad6
32,0.5197183098591549,0.5197183098591549,0.008669570569304869,0.5242722497808631,0.008293788289299187,0.5242722497808631,0.008293788289299175,0.48826291079812206,0.0,0.49706338229096697,0.0,0.49706338229096697,0.0,0.47417840375586856,0.0,0.4095318236614874,0.0,0.4095318236614875,0.0,1699969611,True,1,2e8276c6,2023-11-14_13-46-51,7.993963718414307,7.993963718414307,413241,59d6454cd9f4,172.17.0.2,7.993963718414307,1,,0.197,0.6000000000000001,318,49,2e8276c6
33,0.5061032863849765,0.5061032863849765,0.024149898872510213,0.5096382837389684,0.023159696766942517,0.5096382837389684,0.0231596967669425,0.49295774647887325,0.0,0.496664506642152,0.0,0.496664506642152,0.0,0.5023474178403756,0.0,0.45550978495575106,0.0,0.4555097849557511,0.0,1699969615,True,1,3126900c,2023-11-14_13-46-55,9.099362850189209,9.099362850189209,410648,59d6454cd9f4,172.17.0.2,9.099362850189209,1,,0.08,1.2000000000000002,361,73,3126900c
34,0.535680751173709,0.535680751173709,0.01271945275506485,0.5416364344696791,0.012202369661187321,0.5416364344696791,0.012202369661187302,0.5258215962441315,0.0,0.5165117756731342,0.0,0.5165117756731342,0.0,0.47417840375586856,0.0,0.42419493170291683,0.0,0.42419493170291683,0.0,1699969619,True,1,017b403a,2023-11-14_13-46-59,10.800331115722656,10.800331115722656,404379,59d6454cd9f4,172.17.0.2,10.800331115722656,1,,0.644,0.8,256,119,017b403a
35,0.5525821596244131,0.5525821596244131,0.012341257678962369,0.5572663100340621,0.012412913235655153,0.5572663100340621,0.012412913235655161,0.5211267605633803,0.0,0.5294176539434884,0.0,0.5294176539434884,0.0,0.5234741784037559,0.0,0.44764271984438025,0.0,0.44764271984438025,0.0,1699969618,True,1,1395d08d,2023-11-14_13-46-58,7.627789497375488,7.627789497375488,413241,59d6454cd9f4,172.17.0.2,7.627789497375488,1,,0.134,0.30000000000000004,413,41,1395d08d
36,0.519718309859155,0.519718309859155,0.015507177995224183,0.5274333349587316,0.015215240383546363,0.5274333349587316,0.015215240383546363,0.49061032863849763,0.0,0.49654804388559604,0.0,0.496548043885596,0.0,0.49295774647887325,0.0,0.4195663731289041,0.0,0.4195663731289041,0.0,1699969626,True,1,5afa7827,2023-11-14_13-47-06,10.543266296386719,10.543266296386719,410648,59d6454cd9f4,172.17.0.2,10.543266296386719,1,,0.403,0.5,181,83,5afa7827
37,0.5718309859154929,0.5718309859154929,0.01735184846251298,0.578048340161901,0.01777594567615868,0.578048340161901,0.017775945676158707,0.528169014084507,0.0,0.5315873469037542,0.0,0.5315873469037542,0.0,0.49061032863849763,0.0,0.42300814169595274,0.0,0.42300814169595274,0.0,1699969627,True,1,a0029c43,2023-11-14_13-47-07,8.369274854660034,8.369274854660034,413241,59d6454cd9f4,172.17.0.2,8.369274854660034,1,,0.268,0.1,352,66,a0029c43
38,0.4992957746478874,0.4992957746478874,0.005148289248699841,0.5057327790795234,0.0051502414330895155,0.5057327790795234,0.005150241433089517,0.48826291079812206,0.0,0.49431984886204616,0.0,0.4943198488620461,0.0,0.4694835680751174,0.0,0.4040380257268696,0.0,0.4040380257268696,0.0,1699969628,True,1,9e721b99,2023-11-14_13-47-08,8.89847207069397,8.89847207069397,404379,59d6454cd9f4,172.17.0.2,8.89847207069397,1,,0.024,0.9,212,57,9e721b99
