,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/temperature_head,config/latent_dim,config/transform_funcs,logdir
0,0.8626470588235294,0.8626470588235294,0.002297132257619615,0.8616503393108685,0.0022241412065528046,0.8616503393108687,0.0022241412065527487,0.85,0.0,0.84870565980439,0.0,0.8487056598043901,0.0,0.8117647058823529,0.0,0.7667258202551094,0.0,0.7667258202551095,0.0,1699909420,False,1,c75668e4,2023-11-13_21-03-40,35.12971043586731,35.12971043586731,269225,59d6454cd9f4,172.17.0.2,35.12971043586731,1,,0.4,85,"(0, 3, 8, 9)",c75668e4
1,0.865,0.865,0.0042520094984708715,0.8645991785841345,0.004199454960383324,0.8645991785841343,0.004199454960383309,0.8588235294117647,0.0,0.8590110979703496,0.0,0.8590110979703496,0.0,0.8264705882352941,0.0,0.7983618928659719,0.0,0.798361892865972,0.0,1699909440,False,1,7424696e,2023-11-13_21-04-00,46.16134262084961,46.16134262084961,272453,59d6454cd9f4,172.17.0.2,46.16134262084961,1,,0.5,17,"(5, 6, 9)",7424696e
2,0.8802941176470588,0.8802941176470588,0.004751616006295159,0.8799481357862279,0.004783355453641904,0.8799481357862279,0.00478335545364192,0.861764705882353,0.0,0.8616940144000494,0.0,0.8616940144000493,0.0,0.8235294117647058,0.0,0.7866730573778066,0.0,0.7866730573778067,0.0,1699909462,False,1,23574175,2023-11-13_21-04-22,59.317309856414795,59.317309856414795,272839,59d6454cd9f4,172.17.0.2,59.317309856414795,1,,1.3,53,"(2, 4, 9, 10)",23574175
3,0.8541176470588235,0.8541176470588235,0.004778846120374095,0.8536987067015733,0.004782949552820609,0.8536987067015733,0.004782949552820624,0.85,0.0,0.849198878263738,0.0,0.849198878263738,0.0,0.8176470588235294,0.0,0.791044307929441,0.0,0.7910443079294409,0.0,1699909479,True,1,6c17b882,2023-11-13_21-04-39,65.87142562866211,65.87142562866211,273233,59d6454cd9f4,172.17.0.2,65.87142562866211,1,,1.2000000000000002,49,"(2, 4, 7, 8)",6c17b882
4,0.8402941176470587,0.8402941176470587,0.004372373160976015,0.8386315784473606,0.00465878009433902,0.8386315784473606,0.004658780094339011,0.8352941176470589,0.0,0.836404668602811,0.0,0.836404668602811,0.0,0.7970588235294118,0.0,0.7510948051723813,0.0,0.7510948051723813,0.0,1699909488,True,1,6eb207d1,2023-11-13_21-04-48,67.7872040271759,67.7872040271759,269225,59d6454cd9f4,172.17.0.2,67.7872040271759,1,,0.8,87,"(0, 7, 9)",6eb207d1
5,0.8588235294117647,0.851470588235294,0.003541645464350662,0.8507112925184723,0.0038444067826570003,0.8507112925184723,0.003844406782657022,0.8588235294117647,0.0,0.8583860801374581,0.0,0.8583860801374579,0.0,0.7970588235294118,0.0,0.7606322523873172,0.0,0.7606322523873172,0.0,1699909498,True,1,fb67294f,2023-11-13_21-04-58,64.18417000770569,64.18417000770569,274028,59d6454cd9f4,172.17.0.2,64.18417000770569,1,,1.4000000000000001,5,"(6, 10, 11)",fb67294f
6,0.8764705882352941,0.8685294117647059,0.0032352941176470476,0.8674255966646849,0.003290688591826948,0.8674255966646849,0.003290688591827009,0.8764705882352941,0.0,0.8756358147011756,0.0,0.8756358147011756,0.0,0.8058823529411765,0.0,0.7759726751999646,0.0,0.7759726751999645,0.0,1699909502,False,1,0917b195,2023-11-13_21-05-02,62.3991014957428,62.3991014957428,272453,59d6454cd9f4,172.17.0.2,62.3991014957428,1,,1.1,16,"(2, 3, 5, 6)",0917b195
7,0.8294117647058824,0.8288235294117646,0.006280634265900795,0.8282111147154365,0.006273769223482148,0.8282111147154365,0.006273769223482161,0.8294117647058824,0.0,0.8290994881919012,0.0,0.8290994881919012,0.0,0.7852941176470588,0.0,0.7341819878756735,0.0,0.7341819878756735,0.0,1699909528,True,1,8dc08cee,2023-11-13_21-05-28,65.86375594139099,65.86375594139099,272839,59d6454cd9f4,172.17.0.2,65.86375594139099,1,,1.3,90,"(0, 6, 7, 10)",8dc08cee
8,0.8441176470588235,0.8438235294117646,0.0030706783849736804,0.8427093726748209,0.003114566803853053,0.8427093726748209,0.0031145668038530905,0.8441176470588235,0.0,0.8429902342062052,0.0,0.8429902342062052,0.0,0.8088235294117647,0.0,0.7663080778870253,0.0,0.7663080778870254,0.0,1699909546,True,1,dee17110,2023-11-13_21-05-46,67.0448248386383,67.0448248386383,273233,59d6454cd9f4,172.17.0.2,67.0448248386383,1,,0.30000000000000004,80,"(1, 2, 5)",dee17110
9,0.8441176470588235,0.8435294117647059,0.004886249331128262,0.842612428087002,0.00483834094678952,0.8426124280870022,0.004838340946789514,0.8441176470588235,0.0,0.8436525095016465,0.0,0.8436525095016465,0.0,0.7823529411764706,0.0,0.7270187506957514,0.0,0.7270187506957514,0.0,1699909556,True,1,6a02a645,2023-11-13_21-05-56,68.14403629302979,68.14403629302979,269225,59d6454cd9f4,172.17.0.2,68.14403629302979,1,,1.5,135,"(0, 1, 2, 6)",6a02a645
10,0.8579411764705883,0.8579411764705883,0.0037319345707204766,0.8558887052082846,0.003801262951365609,0.8558887052082846,0.00380126295136554,0.8470588235294118,0.0,0.8441882314715178,0.0,0.8441882314715178,0.0,0.7911764705882353,0.0,0.7415031523158481,0.0,0.7415031523158482,0.0,1699909565,True,1,13035c04,2023-11-13_21-06-05,66.30344080924988,66.30344080924988,274028,59d6454cd9f4,172.17.0.2,66.30344080924988,1,,0.8,20,"(0, 1, 2, 10)",13035c04
11,0.8811764705882352,0.8811764705882352,0.004956558690103722,0.880635963578074,0.0049793976257069775,0.880635963578074,0.004979397625707,0.8764705882352941,0.0,0.876040895875445,0.0,0.876040895875445,0.0,0.8029411764705883,0.0,0.7563854979062563,0.0,0.7563854979062562,0.0,1699909572,False,1,3213494e,2023-11-13_21-06-12,69.92418360710144,69.92418360710144,272453,59d6454cd9f4,172.17.0.2,69.92418360710144,1,,1.0,161,"(6, 10)",3213494e
12,0.8594117647058823,0.8594117647058823,0.0028817526385684824,0.8588915262005304,0.002892289811088988,0.8588915262005304,0.002892289811088972,0.8470588235294118,0.0,0.8471229455605911,0.0,0.8471229455605911,0.0,0.788235294117647,0.0,0.7372275194106142,0.0,0.737227519410614,0.0,1699909596,True,1,60f6a148,2023-11-13_21-06-36,67.63563990592957,67.63563990592957,272839,59d6454cd9f4,172.17.0.2,67.63563990592957,1,,1.1,118,"(6, 8)",60f6a148
