,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/temperature,config/latent_dim,config/transform_funcs,logdir
791,0.6264705882352941,0.6179411764705882,0.01525163783819313,0.6171274267197908,0.015201948179026759,0.6171274267197908,0.015201948179026765,0.5411764705882353,0.0,0.5385004658523822,0.0,0.5385004658523823,0.0,0.6264705882352941,0.0,0.6022026394447652,0.0,0.6022026394447652,0.0,1699760312,True,1,fd0767e7,2023-11-12_03-38-32,47.65701341629028,47.65701341629028,75788,59d6454cd9f4,172.17.0.2,47.65701341629028,1,,0.9,156,"(1, 4, 7, 10)",fd0767e7
792,0.6802941176470589,0.6802941176470589,0.00842738163640846,0.6770456786808199,0.008210047212907981,0.6770456786808199,0.008210047212908004,0.6147058823529412,0.0,0.6080798894041175,0.0,0.6080798894041175,0.0,0.6705882352941176,0.0,0.6378484325792189,0.0,0.6378484325792189,0.0,1699760323,True,1,c6a6a455,2023-11-12_03-38-43,43.888919830322266,43.888919830322266,79433,59d6454cd9f4,172.17.0.2,43.888919830322266,1,,0.6000000000000001,159,"(3, 7, 11)",c6a6a455
793,0.6647058823529411,0.6552941176470589,0.008401680504168028,0.6490734317528799,0.008966075122564284,0.6490734317528799,0.00896607512256426,0.5588235294117647,0.0,0.5592874592463661,0.0,0.5592874592463661,0.0,0.6647058823529411,0.0,0.6238567004928711,0.0,0.6238567004928711,0.0,1699760315,True,1,304ab222,2023-11-12_03-38-35,28.68517303466797,28.68517303466797,79040,59d6454cd9f4,172.17.0.2,28.68517303466797,1,,0.8,145,"(3, 6, 7, 8)",304ab222
794,0.6088235294117647,0.6035294117647059,0.016098743745181186,0.5946264268812669,0.0166571061689162,0.5946264268812669,0.016657106168916223,0.6088235294117647,0.0,0.6057135502603093,0.0,0.6057135502603093,0.0,0.5794117647058824,0.0,0.536047080528755,0.0,0.536047080528755,0.0,1699760360,True,1,d72843a2,2023-11-12_03-39-20,55.11013698577881,55.11013698577881,79822,59d6454cd9f4,172.17.0.2,55.11013698577881,1,,0.7000000000000001,162,"(1, 2, 3, 4)",d72843a2
795,0.7305882352941178,0.7305882352941178,0.007803823036130364,0.727740259174992,0.008085191538958222,0.7277402591749921,0.008085191538958241,0.6558823529411765,0.0,0.6460104614386506,0.0,0.6460104614386507,0.0,0.711764705882353,0.0,0.6475475722532377,0.0,0.6475475722532377,0.0,1699760376,False,1,33987e2f,2023-11-12_03-39-36,67.71053314208984,67.71053314208984,80363,59d6454cd9f4,172.17.0.2,67.71053314208984,1,,0.5,152,"(9, 10, 11)",33987e2f
796,0.7870588235294118,0.7870588235294118,0.00780382303613034,0.786067448613648,0.0077803739861451145,0.7860674486136482,0.007780373986145101,0.6970588235294117,0.0,0.6925917011060558,0.0,0.692591701106056,0.0,0.7617647058823529,0.0,0.7064186225630911,0.0,0.7064186225630911,0.0,1699760384,False,1,514c955e,2023-11-12_03-39-44,72.31295418739319,72.31295418739319,75788,59d6454cd9f4,172.17.0.2,72.31295418739319,1,,0.6000000000000001,143,"(0, 1, 7, 11)",514c955e
797,0.6605882352941178,0.6605882352941178,0.013807875993300597,0.6498721864836313,0.015302942221861312,0.6498721864836313,0.01530294222186131,0.6441176470588236,0.0,0.6412620945800926,0.0,0.6412620945800926,0.0,0.65,0.0,0.5835374492781737,0.0,0.5835374492781739,0.0,1699760343,True,1,3cf1dae7,2023-11-12_03-39-03,28.246122360229492,28.246122360229492,79040,59d6454cd9f4,172.17.0.2,28.246122360229492,1,,0.7000000000000001,138,"(2, 5, 7, 9)",3cf1dae7
798,0.6882352941176471,0.6864705882352942,0.012901007176153709,0.6820618587780232,0.012247111728913355,0.6820618587780231,0.012247111728913372,0.6882352941176471,0.0,0.6891358165392603,0.0,0.6891358165392603,0.0,0.6558823529411765,0.0,0.6254557051108776,0.0,0.6254557051108776,0.0,1699760381,True,1,88272d7f,2023-11-12_03-39-41,58.44487547874451,58.44487547874451,79433,59d6454cd9f4,172.17.0.2,58.44487547874451,1,,0.5,149,"(0, 1, 4, 9)",88272d7f
799,0.6352941176470588,0.6152941176470588,0.016417983219944556,0.6124130159281181,0.01657050158670009,0.6124130159281181,0.016570501586700113,0.5676470588235294,0.0,0.5629987234740357,0.0,0.5629987234740357,0.0,0.6352941176470588,0.0,0.6000873469735435,0.0,0.6000873469735436,0.0,1699760410,True,1,b8a439ac,2023-11-12_03-40-10,66.65222311019897,66.65222311019897,79040,59d6454cd9f4,172.17.0.2,66.65222311019897,1,,0.9,153,"(0, 5, 8, 11)",b8a439ac
800,0.6235294117647059,0.6005882352941176,0.019456276951224972,0.5998923489383007,0.01971887496312351,0.5998923489383007,0.01971887496312348,0.5323529411764706,0.0,0.5296240775394725,0.0,0.5296240775394726,0.0,0.6235294117647059,0.0,0.6006235529073429,0.0,0.6006235529073428,0.0,1699760392,True,1,cb022bd1,2023-11-12_03-39-52,31.458364248275757,31.458364248275757,79822,59d6454cd9f4,172.17.0.2,31.458364248275757,1,,0.8,165,"(2, 4, 6, 7)",cb022bd1
801,0.8023529411764706,0.8023529411764706,0.007299808027053458,0.8000160072307766,0.0070938531404660336,0.8000160072307766,0.007093853140466035,0.7382352941176471,0.0,0.7363668092256426,0.0,0.7363668092256423,0.0,0.7764705882352941,0.0,0.7310196650556706,0.0,0.7310196650556706,0.0,1699760435,False,1,dc87e602,2023-11-12_03-40-35,59.050719261169434,59.050719261169434,80363,59d6454cd9f4,172.17.0.2,59.050719261169434,1,,0.6000000000000001,170,"(0, 1, 7, 11)",dc87e602
