,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/min_delta,config/temperature_head,config/latent_dim,config/batch_size,config/transform_funcs,logdir
0,0.8323529411764706,0.8297058823529412,0.008261512885404804,0.8288239853539299,0.00852569065494463,0.8288239853539299,0.008525690654944617,0.8323529411764706,0.0,0.8317315026697176,0.0,0.8317315026697176,0.0,0.8088235294117647,0.0,0.7776577938704654,0.0,0.7776577938704655,0.0,1698407495,False,1,5c5c2d9b,2023-10-27_11-51-35,19.05225682258606,19.05225682258606,139339,6758e5a243b0,172.17.0.4,19.05225682258606,1,,0.511,0.8,112,189,"(6,)",5c5c2d9b
1,0.8073529411764706,0.8073529411764706,0.008447886244908854,0.8066942750399914,0.008461292483962116,0.8066942750399914,0.008461292483962149,0.8029411764705883,0.0,0.8023390790052897,0.0,0.8023390790052897,0.0,0.788235294117647,0.0,0.7474610121267993,0.0,0.7474610121267993,0.0,1698407500,True,1,60ff9aee,2023-10-27_11-51-40,12.842216968536377,12.842216968536377,142573,6758e5a243b0,172.17.0.4,12.842216968536377,1,,0.755,1.9000000000000001,31,321,"(4,)",60ff9aee
2,0.8029411764705883,0.793235294117647,0.010021602963176965,0.7913468775494961,0.010287607670138772,0.7913468775494962,0.010287607670138808,0.8029411764705883,0.0,0.8019964006120759,0.0,0.801996400612076,0.0,0.7911764705882353,0.0,0.7559261123628778,0.0,0.7559261123628778,0.0,1698407510,True,1,56eab4c9,2023-10-27_11-51-50,14.476111650466919,14.476111650466919,139339,6758e5a243b0,172.17.0.4,14.476111650466919,1,,0.17300000000000001,1.9000000000000001,47,471,"(0,)",56eab4c9
3,0.826764705882353,0.826764705882353,0.004043449142608118,0.8253674787909008,0.0037547163559881335,0.8253674787909008,0.00375471635598814,0.8235294117647058,0.0,0.8229324946352812,0.0,0.822932494635281,0.0,0.7911764705882353,0.0,0.750338841708588,0.0,0.750338841708588,0.0,1698407522,False,1,ba92f62a,2023-10-27_11-52-02,22.117839336395264,22.117839336395264,142573,6758e5a243b0,172.17.0.4,22.117839336395264,1,,0.767,1.7000000000000002,181,464,"(2,)",ba92f62a
4,0.8029411764705883,0.7905882352941177,0.006550311015094152,0.7896575910904317,0.00663432574092317,0.7896575910904317,0.0066343257409231865,0.8029411764705883,0.0,0.8008765444697776,0.0,0.8008765444697776,0.0,0.788235294117647,0.0,0.7486871581518701,0.0,0.7486871581518703,0.0,1698407533,True,1,b2bf4b1d,2023-10-27_11-52-13,23.730167865753174,23.730167865753174,143817,6758e5a243b0,172.17.0.4,23.730167865753174,1,,0.6940000000000001,1.2000000000000002,173,499,"(6,)",b2bf4b1d
5,0.8444117647058823,0.8444117647058823,0.004450807632476912,0.8426404669594703,0.004360237053051187,0.8426404669594703,0.004360237053051116,0.8235294117647058,0.0,0.8211083112675069,0.0,0.8211083112675068,0.0,0.8176470588235294,0.0,0.7875010259209486,0.0,0.7875010259209486,0.0,1698407541,False,1,3c4e5f14,2023-10-27_11-52-21,31.202380180358887,31.202380180358887,139339,6758e5a243b0,172.17.0.4,31.202380180358887,1,,0.038,0.2,225,185,"(9,)",3c4e5f14
6,0.8258823529411764,0.8258823529411764,0.00680931582517074,0.8240761214310112,0.006885055974746598,0.8240761214310112,0.006885055974746642,0.8235294117647058,0.0,0.8229185526429672,0.0,0.822918552642967,0.0,0.8088235294117647,0.0,0.7747703417721096,0.0,0.7747703417721096,0.0,1698407538,True,1,dad180bc,2023-10-27_11-52-18,17.685474634170532,17.685474634170532,144363,6758e5a243b0,172.17.0.4,17.685474634170532,1,,0.836,1.4000000000000001,65,279,"(3,)",dad180bc
7,0.8317647058823529,0.8317647058823529,0.011527010554273784,0.830799980949719,0.0117877809633299,0.830799980949719,0.011787780963329855,0.8264705882352941,0.0,0.8257908553708795,0.0,0.8257908553708797,0.0,0.8088235294117647,0.0,0.776767905367939,0.0,0.7767679053679393,0.0,1698407548,False,1,7e3cacfe,2023-10-27_11-52-28,26.598510026931763,26.598510026931763,142573,6758e5a243b0,172.17.0.4,26.598510026931763,1,,0.865,1.6,244,227,"(11,)",7e3cacfe
8,0.8091176470588236,0.8091176470588236,0.007015800259927365,0.8075548435279535,0.007269908803998422,0.8075548435279535,0.007269908803998474,0.8088235294117647,0.0,0.807321581582651,0.0,0.8073215815826509,0.0,0.7705882352941177,0.0,0.7181386564537753,0.0,0.7181386564537753,0.0,1698407552,True,1,bf3a9b50,2023-10-27_11-52-32,18.588298559188843,18.588298559188843,143817,6758e5a243b0,172.17.0.4,18.588298559188843,1,,0.68,0.30000000000000004,36,479,"(0,)",bf3a9b50
9,0.8352941176470589,0.818235294117647,0.007180326832784523,0.8158624719172082,0.007532633814861335,0.8158624719172082,0.007532633814861324,0.8352941176470589,0.0,0.8346598014091333,0.0,0.8346598014091333,0.0,0.8088235294117647,0.0,0.7747703417721095,0.0,0.7747703417721093,0.0,1698407564,False,1,988339a1,2023-10-27_11-52-44,26.102479457855225,26.102479457855225,144363,6758e5a243b0,172.17.0.4,26.102479457855225,1,,0.318,1.1,174,403,"(9,)",988339a1
10,0.8,0.7879411764705881,0.003823529411764692,0.7864053008088706,0.0037694243658921186,0.7864053008088705,0.0037694243658920644,0.8,0.0,0.7988690433833819,0.0,0.7988690433833819,0.0,0.8,0.0,0.7638003198439792,0.0,0.7638003198439792,0.0,1698407563,True,1,dbffba6f,2023-10-27_11-52-43,22.188851594924927,22.188851594924927,139339,6758e5a243b0,172.17.0.4,22.188851594924927,1,,0.434,1.7000000000000002,170,506,"(11,)",dbffba6f
11,0.8088235294117647,0.8020588235294118,0.005102750462616903,0.8012693443637205,0.005143841355904909,0.8012693443637208,0.005143841355904958,0.8088235294117647,0.0,0.808127925255284,0.0,0.8081279252552841,0.0,0.8029411764705883,0.0,0.7575688013356525,0.0,0.7575688013356525,0.0,1698407563,True,1,450797fe,2023-10-27_11-52-43,14.10351276397705,14.10351276397705,142573,6758e5a243b0,172.17.0.4,14.10351276397705,1,,0.29,1.2000000000000002,17,135,"(10,)",450797fe
12,0.8029411764705883,0.7852941176470588,0.00957577682123511,0.7841088682182009,0.009534750948304662,0.7841088682182009,0.009534750948304627,0.8029411764705883,0.0,0.8022144925305976,0.0,0.8022144925305977,0.0,0.7941176470588235,0.0,0.7534173344268499,0.0,0.7534173344268498,0.0,1698407576,True,1,fabf3161,2023-10-27_11-52-56,24.14199662208557,24.14199662208557,143817,6758e5a243b0,172.17.0.4,24.14199662208557,1,,0.591,1.9000000000000001,161,478,"(10,)",fabf3161
13,0.7973529411764706,0.7973529411764706,0.005494571085961615,0.7960112420266305,0.005459587430815186,0.7960112420266305,0.00545958743081526,0.7970588235294118,0.0,0.7968753034784055,0.0,0.7968753034784055,0.0,0.7941176470588235,0.0,0.7598850244706231,0.0,0.7598850244706231,0.0,1698407584,True,1,12f2e9e9,2023-10-27_11-53-04,21.41645336151123,21.41645336151123,142573,6758e5a243b0,172.17.0.4,21.41645336151123,1,,0.737,0.9,102,379,"(5,)",12f2e9e9
14,0.8205882352941176,0.8129411764705882,0.006056253024109979,0.8119535641956712,0.006101695687702617,0.8119535641956712,0.006101695687702566,0.8205882352941176,0.0,0.8198199330667049,0.0,0.8198199330667046,0.0,0.8029411764705883,0.0,0.769779110708391,0.0,0.7697791107083911,0.0,1698407592,True,1,fd613289,2023-10-27_11-53-12,28.868376970291138,28.868376970291138,139339,6758e5a243b0,172.17.0.4,28.868376970291138,1,,0.466,0.6000000000000001,196,249,"(10,)",fd613289
15,0.8147058823529412,0.8094117647058823,0.010086134234989544,0.8082842065801861,0.00998789978206188,0.8082842065801861,0.009987899782061854,0.8147058823529412,0.0,0.814025745411748,0.0,0.8140257454117479,0.0,0.8058823529411765,0.0,0.7746928935918033,0.0,0.7746928935918033,0.0,1698407588,True,1,4a4ea160,2023-10-27_11-53-08,23.82444405555725,23.82444405555725,144363,6758e5a243b0,172.17.0.4,23.82444405555725,1,,0.151,0.9,122,342,"(3,)",4a4ea160
16,0.8308823529411764,0.8308823529411764,0.006991096661179253,0.8297997946867888,0.006895749707161201,0.8297997946867888,0.006895749707161176,0.8294117647058824,0.0,0.8286540748714113,0.0,0.8286540748714114,0.0,0.8205882352941176,0.0,0.7946792496521075,0.0,0.7946792496521076,0.0,1698407602,False,1,b09b524b,2023-10-27_11-53-22,25.897016525268555,25.897016525268555,143817,6758e5a243b0,172.17.0.4,25.897016525268555,1,,0.24,1.1,165,204,"(9,)",b09b524b
17,0.8147058823529412,0.8011764705882353,0.004200840252084033,0.7996464910143409,0.0043269990562293335,0.7996464910143409,0.004326999056229358,0.8147058823529412,0.0,0.8137334883087217,0.0,0.8137334883087217,0.0,0.8029411764705883,0.0,0.7744301418324303,0.0,0.7744301418324302,0.0,1698407606,True,1,5a9015d6,2023-10-27_11-53-26,21.525147199630737,21.525147199630737,142573,6758e5a243b0,172.17.0.4,21.525147199630737,1,,0.6960000000000001,1.2000000000000002,96,182,"(10,)",5a9015d6
18,0.8029411764705883,0.8017647058823529,0.007347056468703999,0.8006386652868402,0.007319154528637928,0.80063866528684,0.007319154528637988,0.8029411764705883,0.0,0.8020961249995932,0.0,0.8020961249995932,0.0,0.8,0.0,0.7647908162483539,0.0,0.7647908162483539,0.0,1698407604,True,1,5e297b3f,2023-10-27_11-53-24,15.730411291122437,15.730411291122437,144363,6758e5a243b0,172.17.0.4,15.730411291122437,1,,0.625,0.8,52,451,"(3,)",5e297b3f
19,0.8117647058823529,0.8020588235294118,0.012201452066289137,0.8011941549289029,0.012312871580347325,0.801194154928903,0.012312871580347308,0.8117647058823529,0.0,0.8102990435967076,0.0,0.8102990435967077,0.0,0.7941176470588235,0.0,0.7474098475064984,0.0,0.7474098475064984,0.0,1698407614,True,1,131f89c5,2023-10-27_11-53-34,21.64946722984314,21.64946722984314,139339,6758e5a243b0,172.17.0.4,21.64946722984314,1,,0.417,1.5,122,476,"(3,)",131f89c5
20,0.8205882352941176,0.8111764705882353,0.007647058823529384,0.8105238862975499,0.007644893334620595,0.8105238862975497,0.007644893334620612,0.8205882352941176,0.0,0.8198187905538546,0.0,0.8198187905538548,0.0,0.8117647058823529,0.0,0.7786478106867601,0.0,0.7786478106867601,0.0,1698407633,True,1,9006dc79,2023-10-27_11-53-53,31.440157651901245,31.440157651901245,143817,6758e5a243b0,172.17.0.4,31.440157651901245,1,,0.006,0.2,263,411,"(9,)",9006dc79
21,0.8405882352941176,0.8405882352941176,0.0034299717028501643,0.8395398651424733,0.0035909200503669064,0.8395398651424733,0.003590920050366923,0.8382352941176471,0.0,0.8377538392034701,0.0,0.8377538392034699,0.0,0.8117647058823529,0.0,0.7816145364589501,0.0,0.78161453645895,0.0,1698407637,False,1,829d0a4c,2023-10-27_11-53-57,33.35328817367554,33.35328817367554,144363,6758e5a243b0,172.17.0.4,33.35328817367554,1,,0.051000000000000004,0.5,216,145,"(9,)",829d0a4c
22,0.8002941176470589,0.8002941176470589,0.009155519068396118,0.7994778380636103,0.00924109855244907,0.7994778380636103,0.009241098552449081,0.7911764705882353,0.0,0.790111396917617,0.0,0.790111396917617,0.0,0.8,0.0,0.7686952666584306,0.0,0.7686952666584307,0.0,1698407634,True,1,0590de15,2023-10-27_11-53-54,28.78983736038208,28.78983736038208,142573,6758e5a243b0,172.17.0.4,28.78983736038208,1,,0.096,0.5,228,418,"(8,)",0590de15
23,0.8155882352941177,0.8155882352941177,0.010444282885038061,0.8127020474584091,0.010372034616048822,0.8127020474584091,0.010372034616048851,0.8117647058823529,0.0,0.8070201676123332,0.0,0.8070201676123332,0.0,0.8029411764705883,0.0,0.7736981172559048,0.0,0.7736981172559046,0.0,1698407655,True,1,abd54fb4,2023-10-27_11-54-15,40.61280632019043,40.61280632019043,139339,6758e5a243b0,172.17.0.4,40.61280632019043,1,,0.354,0.1,207,286,"(1,)",abd54fb4
24,0.8323529411764706,0.8323529411764706,0.005261336417646589,0.8306158550508552,0.005538058321492514,0.8306158550508552,0.005538058321492536,0.8264705882352941,0.0,0.8255002105541674,0.0,0.8255002105541674,0.0,0.8088235294117647,0.0,0.7717519038870125,0.0,0.7717519038870126,0.0,1698407666,False,1,12468cf9,2023-10-27_11-54-26,33.441927671432495,33.441927671432495,148041,6758e5a243b0,172.17.0.4,33.441927671432495,1,,0.266,0.7000000000000001,269,359,"(7,)",12468cf9
25,0.8176470588235294,0.8132352941176471,0.006477269278101518,0.8116460238868555,0.006569459407181748,0.8116460238868555,0.006569459407181759,0.8176470588235294,0.0,0.8169414468175997,0.0,0.8169414468175997,0.0,0.8088235294117647,0.0,0.7747703417721096,0.0,0.7747703417721096,0.0,1698407664,True,1,a18f4378,2023-10-27_11-54-24,30.689131498336792,30.689131498336792,143817,6758e5a243b0,172.17.0.4,30.689131498336792,1,,0.003,1.4000000000000001,241,397,"(9,)",a18f4378
26,0.8155882352941177,0.8155882352941177,0.008529411764705853,0.8139811951353056,0.008454598734247391,0.8139811951353056,0.008454598734247358,0.8058823529411765,0.0,0.8048332800447,0.0,0.8048332800447,0.0,0.8058823529411765,0.0,0.7764913309167256,0.0,0.7764913309167257,0.0,1698407661,True,1,bc16190a,2023-10-27_11-54-21,26.889150857925415,26.889150857925415,142573,6758e5a243b0,172.17.0.4,26.889150857925415,1,,0.359,1.0,145,281,"(9,)",bc16190a
27,0.8176470588235294,0.8058823529411765,0.006834676493307206,0.8050117226608066,0.0068399430649094565,0.8050117226608066,0.006839943064909438,0.8176470588235294,0.0,0.8168720778425133,0.0,0.816872077842513,0.0,0.8,0.0,0.7657449502632037,0.0,0.7657449502632035,0.0,1698407665,True,1,7d935288,2023-10-27_11-54-25,27.367686986923218,27.367686986923218,144363,6758e5a243b0,172.17.0.4,27.367686986923218,1,,0.185,0.4,191,431,"(9,)",7d935288
28,0.8382352941176471,0.8288235294117646,0.006416889479197497,0.8277354386816675,0.006449288520516645,0.8277354386816675,0.0064492885205166516,0.8382352941176471,0.0,0.8376553138962695,0.0,0.8376553138962695,0.0,0.8176470588235294,0.0,0.7948981450754532,0.0,0.7948981450754532,0.0,1698407693,False,1,89626fe3,2023-10-27_11-54-53,38.11204528808594,38.11204528808594,139339,6758e5a243b0,172.17.0.4,38.11204528808594,1,,0.073,0.2,218,132,"(8,)",89626fe3
29,0.8441176470588235,0.8408823529411764,0.007831486444526085,0.84002568682576,0.007899703297239552,0.84002568682576,0.007899703297239566,0.8441176470588235,0.0,0.84341552931481,0.0,0.8434155293148099,0.0,0.7970588235294118,0.0,0.7700975259878368,0.0,0.7700975259878365,0.0,1698407693,False,1,293301ce,2023-10-27_11-54-53,31.231964826583862,31.231964826583862,142573,6758e5a243b0,172.17.0.4,31.231964826583862,1,,0.056,0.5,256,162,"(4,)",293301ce
30,0.8529411764705882,0.8370588235294119,0.005455069703232747,0.8359624692356714,0.0056200954024908335,0.8359624692356714,0.005620095402490854,0.8529411764705882,0.0,0.8522905546036682,0.0,0.8522905546036683,0.0,0.8058823529411765,0.0,0.7728618478099183,0.0,0.7728618478099184,0.0,1698407697,False,1,e9f3e5f6,2023-10-27_11-54-57,33.0714054107666,33.0714054107666,143817,6758e5a243b0,172.17.0.4,33.0714054107666,1,,0.001,0.30000000000000004,225,159,"(2,)",e9f3e5f6
