,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/temperature,config/latent_dim,config/transform_funcs,logdir
0,0.6751133786848073,0.6751133786848073,0.008014878685679034,0.6703138977488693,0.008751396776726084,0.6703138977488693,0.008751396776726084,0.6479591836734694,0.0,0.6400408084483326,0.0,0.6400408084483327,0.0,0.6082766439909297,0.0,0.5901377494224688,0.0,0.5901377494224689,0.0,1699998883,False,1,4b5bbde5,2023-11-14_21-54-43,221.6666579246521,221.6666579246521,8345,ef22c4b2088d,172.17.0.2,221.6666579246521,1,,0.9,69,"(0, 1, 8)",4b5bbde5
1,0.6422902494331065,0.6422902494331065,0.00459148678714663,0.6379931494199178,0.00455714283113764,0.6379931494199177,0.004557142831137623,0.5833333333333334,0.0,0.5699925377668066,0.0,0.5699925377668067,0.0,0.6383219954648526,0.0,0.5955455201335552,0.0,0.5955455201335552,0.0,1699998750,False,1,bbae08cc,2023-11-14_21-52-30,79.94621133804321,79.94621133804321,10930,ef22c4b2088d,172.17.0.2,79.94621133804321,1,,1.2000000000000002,67,"(9, 11)",bbae08cc
2,0.6422902494331065,0.6396825396825396,0.00802990077534049,0.6345258119669003,0.008319362311280692,0.6345258119669002,0.008319362311280698,0.6303854875283447,0.0,0.6231038869395333,0.0,0.6231038869395333,0.0,0.6422902494331065,0.0,0.6478955376171388,0.0,0.6478955376171387,0.0,1699998861,False,1,0a30715e,2023-11-14_21-54-21,181.75770473480225,181.75770473480225,11248,ef22c4b2088d,172.17.0.2,181.75770473480225,1,,1.1,33,"(0, 10)",0a30715e
3,0.565249433106576,0.565249433106576,0.006986602102868345,0.5646959410689149,0.006623827595019554,0.564695941068915,0.006623827595019571,0.5147392290249433,0.0,0.5190350580358688,0.0,0.5190350580358687,0.0,0.4790249433106576,0.0,0.4375459264977903,0.0,0.4375459264977903,0.0,1699998908,True,1,877c0ff5,2023-11-14_21-55-08,219.15066480636597,219.15066480636597,11560,ef22c4b2088d,172.17.0.2,219.15066480636597,1,,0.9,72,"(0, 6, 10, 11)",877c0ff5
4,0.499546485260771,0.499546485260771,0.004171965871422694,0.48525732938214866,0.004048192058078606,0.4852573293821486,0.004048192058078608,0.4699546485260771,0.0,0.4664779826686263,0.0,0.46647798266862633,0.0,0.4977324263038549,0.0,0.4708357094067754,0.0,0.4708357094067753,0.0,1699998801,True,1,3cfdd0b1,2023-11-14_21-53-21,102.51794505119324,102.51794505119324,11875,ef22c4b2088d,172.17.0.2,102.51794505119324,1,,1.1,57,"(1, 2, 9, 10)",3cfdd0b1
5,0.5464852607709751,0.5464852607709751,0.0038698521918086115,0.538600283203058,0.0037744078988680763,0.538600283203058,0.003774407898868069,0.5079365079365079,0.0,0.5062219210444042,0.0,0.5062219210444041,0.0,0.44727891156462585,0.0,0.42298451347965327,0.0,0.42298451347965327,0.0,1699998917,True,1,2cc97530,2023-11-14_21-55-17,167.22517609596252,167.22517609596252,10930,ef22c4b2088d,172.17.0.2,167.22517609596252,1,,0.7000000000000001,51,"(6, 7, 10, 11)",2cc97530
6,0.5396825396825397,0.5396825396825397,0.005114622933623564,0.5273798229023611,0.005004736328036106,0.5273798229023611,0.005004736328036093,0.5215419501133787,0.0,0.5154305606331823,0.0,0.5154305606331824,0.0,0.47959183673469385,0.0,0.43760571979628177,0.0,0.4376057197962818,0.0,1699998870,True,1,80f572f7,2023-11-14_21-54-30,68.63693046569824,68.63693046569824,11875,ef22c4b2088d,172.17.0.2,68.63693046569824,1,,1.1,51,"(0, 4, 6, 9)",80f572f7
7,0.6717687074829932,0.6620181405895692,0.004389673624173685,0.6585218190337854,0.00499998153080699,0.6585218190337851,0.004999981530807005,0.6717687074829932,0.0,0.6665612894122198,0.0,0.6665612894122198,0.0,0.5992063492063492,0.0,0.5721189457307532,0.0,0.5721189457307532,0.0,1699998968,False,1,8a1029ef,2023-11-14_21-56-08,107.28504228591919,107.28504228591919,11248,ef22c4b2088d,172.17.0.2,107.28504228591919,1,,0.9,23,"(1, 7)",8a1029ef
8,0.49563492063492065,0.49563492063492065,0.006906102212328895,0.4949969883750535,0.00666483076660798,0.49499698837505346,0.006664830766607954,0.4518140589569161,0.0,0.45833494719959905,0.0,0.4583349471995991,0.0,0.48356009070294786,0.0,0.45658918398738796,0.0,0.45658918398738796,0.0,1699998981,True,1,d75dcab6,2023-11-14_21-56-21,111.41711568832397,111.41711568832397,11875,ef22c4b2088d,172.17.0.2,111.41711568832397,1,,1.2000000000000002,44,"(4, 5, 8, 10)",d75dcab6
9,0.5209750566893424,0.4795918367346939,0.0029674041560776407,0.48394770967950584,0.00295519910526317,0.48394770967950584,0.00295519910526314,0.47278911564625853,0.0,0.4772979623380871,0.0,0.4772979623380871,0.0,0.5209750566893424,0.0,0.4935356415431607,0.0,0.49353564154316076,0.0,1699998989,True,1,ae022951,2023-11-14_21-56-29,105.38263869285583,105.38263869285583,8345,ef22c4b2088d,172.17.0.2,105.38263869285583,1,,1.3,6,"(2, 4, 6)",ae022951
10,0.6607142857142858,0.6607142857142858,0.0035875889642396188,0.6454705376210408,0.0034089746441885254,0.6454705376210408,0.0034089746441885184,0.6439909297052154,0.0,0.6375664658030327,0.0,0.6375664658030327,0.0,0.6060090702947846,0.0,0.5950445982648929,0.0,0.595044598264893,0.0,1699999094,False,1,03d210c1,2023-11-14_21-58-14,185.83028197288513,185.83028197288513,11560,ef22c4b2088d,172.17.0.2,185.83028197288513,1,,0.9,72,"(1, 2, 11)",03d210c1
11,0.6961451247165533,0.6504535147392291,0.006888163346523369,0.6436532726324721,0.006725344670219949,0.6436532726324721,0.006725344670219952,0.6961451247165533,0.0,0.6900120662106478,0.0,0.6900120662106478,0.0,0.5850340136054422,0.0,0.5580806696709381,0.0,0.5580806696709381,0.0,1699999082,False,1,3c6e59a0,2023-11-14_21-58-02,164.90636539459229,164.90636539459229,10930,ef22c4b2088d,172.17.0.2,164.90636539459229,1,,0.7000000000000001,67,"(1, 3, 5, 7)",3c6e59a0
12,0.6609410430839002,0.6609410430839002,0.0029938199379843057,0.6577351821670383,0.003547755980079286,0.6577351821670383,0.0035477559800793103,0.6558956916099773,0.0,0.6462041148901015,0.0,0.6462041148901014,0.0,0.5997732426303855,0.0,0.5782361723131291,0.0,0.578236172313129,0.0,1699999148,False,1,36ab16fe,2023-11-14_21-59-08,180.0524365901947,180.0524365901947,11248,ef22c4b2088d,172.17.0.2,180.0524365901947,1,,1.2000000000000002,67,"(1, 7, 8, 10)",36ab16fe
13,0.5544784580498867,0.5544784580498867,0.006728860174459933,0.5534673400178979,0.006540777045130699,0.5534673400178979,0.00654077704513069,0.47845804988662133,0.0,0.47919636286946893,0.0,0.479196362869469,0.0,0.5413832199546486,0.0,0.5136860834834341,0.0,0.5136860834834341,0.0,1699999088,True,1,c9cf9425,2023-11-14_21-58-08,107.03531742095947,107.03531742095947,11875,ef22c4b2088d,172.17.0.2,107.03531742095947,1,,0.9,66,"(2, 3, 4, 10)",c9cf9425
14,0.645124716553288,0.6340136054421769,0.004479534300484877,0.6281422029872002,0.0050294127673432285,0.6281422029872004,0.005029412767343237,0.645124716553288,0.0,0.638826845098713,0.0,0.6388268450987129,0.0,0.5804988662131519,0.0,0.5599010569217849,0.0,0.5599010569217849,0.0,1699999136,True,1,c4834c35,2023-11-14_21-58-56,147.62012839317322,147.62012839317322,8345,ef22c4b2088d,172.17.0.2,147.62012839317322,1,,0.5,58,"(1, 7, 9, 11)",c4834c35
15,0.5220521541950114,0.5220521541950114,0.007582186301300239,0.5257220004903581,0.0076790940804104405,0.5257220004903582,0.0076790940804104535,0.46201814058956914,0.0,0.467734700234915,0.0,0.46773470023491504,0.0,0.4699546485260771,0.0,0.4411387941992393,0.0,0.4411387941992393,0.0,1699999218,True,1,bcf6fcea,2023-11-14_22-00-18,135.1661024093628,135.1661024093628,10930,ef22c4b2088d,172.17.0.2,135.1661024093628,1,,1.1,24,"(0, 4)",bcf6fcea
16,0.5496598639455783,0.5496598639455783,0.005743276708350989,0.5486164889786815,0.005259199625197228,0.5486164889786813,0.00525919962519723,0.5,0.0,0.499584008209114,0.0,0.499584008209114,0.0,0.5413832199546486,0.0,0.5147351186815072,0.0,0.5147351186815072,0.0,1699999249,True,1,34f1d52b,2023-11-14_22-00-49,160.57663321495056,160.57663321495056,11875,ef22c4b2088d,172.17.0.2,160.57663321495056,1,,1.4000000000000001,72,"(3, 4, 5, 8)",34f1d52b
17,0.530328798185941,0.530328798185941,0.004543996468787239,0.5305366574250427,0.004667955144556758,0.5305366574250427,0.004667955144556749,0.47732426303854875,0.0,0.47947134042498624,0.0,0.47947134042498624,0.0,0.5102040816326531,0.0,0.5045345500187187,0.0,0.5045345500187187,0.0,1699999248,True,1,191e6ee1,2023-11-14_22-00-48,154.3136637210846,154.3136637210846,11560,ef22c4b2088d,172.17.0.2,154.3136637210846,1,,0.7000000000000001,40,"(0, 6)",191e6ee1
18,0.6286848072562359,0.5985827664399094,0.004452549992258267,0.5917663123992809,0.0047223612883842605,0.5917663123992808,0.004722361288384243,0.5595238095238095,0.0,0.5627896568892289,0.0,0.5627896568892289,0.0,0.6286848072562359,0.0,0.6044765765155956,0.0,0.6044765765155955,0.0,1699999223,True,1,528ccaa7,2023-11-14_22-00-23,86.82487297058105,86.82487297058105,8345,ef22c4b2088d,172.17.0.2,86.82487297058105,1,,0.9,16,"(2, 3, 7, 8)",528ccaa7
19,0.6082766439909297,0.6082766439909297,0.0044057503917744765,0.5914152805742676,0.006320903941455826,0.5914152805742676,0.006320903941455847,0.5873015873015873,0.0,0.5756036680647189,0.0,0.5756036680647189,0.0,0.5311791383219955,0.0,0.5071625627820798,0.0,0.5071625627820799,0.0,1699999278,True,1,17997f39,2023-11-14_22-01-18,129.3136281967163,129.3136281967163,11248,ef22c4b2088d,172.17.0.2,129.3136281967163,1,,1.1,18,"(1, 5, 8)",17997f39
20,0.6139455782312925,0.6113378684807256,0.004472354404380049,0.5876629108605003,0.004191211658838953,0.5876629108605004,0.004191211658838975,0.6139455782312925,0.0,0.6030757225060978,0.0,0.6030757225060979,0.0,0.5419501133786848,0.0,0.509646936296438,0.0,0.509646936296438,0.0,1699999417,True,1,5050f79c,2023-11-14_22-03-37,199.2874722480774,199.2874722480774,10930,ef22c4b2088d,172.17.0.2,199.2874722480774,1,,0.7000000000000001,86,"(1, 6, 8)",5050f79c
21,0.521485260770975,0.521485260770975,0.005073300254383311,0.5154426316948613,0.004689167632555129,0.5154426316948614,0.0046891676325551395,0.4756235827664399,0.0,0.4787889764639914,0.0,0.4787889764639914,0.0,0.5119047619047619,0.0,0.47062734632099407,0.0,0.47062734632099407,0.0,1699999320,True,1,dd0d0f9d,2023-11-14_22-02-00,96.91507577896118,96.91507577896118,8345,ef22c4b2088d,172.17.0.2,96.91507577896118,1,,0.6000000000000001,89,"(2, 4, 5, 9)",dd0d0f9d
22,0.6579931972789115,0.6579931972789115,0.005792585690488194,0.6560295187313379,0.005814904065147537,0.6560295187313379,0.005814904065147518,0.5980725623582767,0.0,0.5899025144830558,0.0,0.5899025144830558,0.0,0.6479591836734694,0.0,0.6432747661599182,0.0,0.6432747661599182,0.0,1699999501,False,1,a6323142,2023-11-14_22-05-01,253.35456109046936,253.35456109046936,11560,ef22c4b2088d,172.17.0.2,253.35456109046936,1,,0.8,81,"(0, 3, 5, 11)",a6323142
23,0.5358843537414966,0.5358843537414966,0.005461334854479093,0.5302001612875815,0.005252355358878092,0.5302001612875815,0.005252355358878074,0.4937641723356009,0.0,0.4977162460990343,0.0,0.4977162460990343,0.0,0.5158730158730159,0.0,0.49744434949385113,0.0,0.49744434949385113,0.0,1699999406,True,1,2c8f657e,2023-11-14_22-03-26,157.00685477256775,157.00685477256775,11875,ef22c4b2088d,172.17.0.2,157.00685477256775,1,,0.6000000000000001,80,"(0, 4, 7, 10)",2c8f657e
