,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/min_delta,config/temperature,config/batch_size,logdir
0,0.7935294117647058,0.7935294117647058,0.007759356446042912,0.7922303450705057,0.007579493360284273,0.7922303450705057,0.007579493360284259,0.7205882352941176,0.0,0.7189067648175239,0.0,0.7189067648175239,0.0,0.7676470588235295,0.0,0.721781456019112,0.0,0.7217814560191119,0.0,1699958310,False,1,52baff66,2023-11-14_10-38-30,22.246087551116943,22.246087551116943,364898,59d6454cd9f4,172.17.0.2,22.246087551116943,1,,0.458,0.30000000000000004,180,52baff66
1,0.6323529411764706,0.6161764705882353,0.019026934105453967,0.6127066598818922,0.01983514686246927,0.6127066598818922,0.01983514686246927,0.5176470588235295,0.0,0.5141996990919074,0.0,0.5141996990919075,0.0,0.6323529411764706,0.0,0.5864358763989566,0.0,0.5864358763989566,0.0,1699958316,True,1,a6d890f9,2023-11-14_10-38-36,19.751472234725952,19.751472234725952,368134,59d6454cd9f4,172.17.0.2,19.751472234725952,1,,0.729,1.3,281,a6d890f9
2,0.5941176470588235,0.5926470588235293,0.01765930947326831,0.5860704517609279,0.017971868936106698,0.5860704517609279,0.01797186893610668,0.4823529411764706,0.0,0.4757323183057222,0.0,0.47573231830572216,0.0,0.5941176470588235,0.0,0.5498157015721716,0.0,0.5498157015721715,0.0,1699958324,True,1,de764211,2023-11-14_10-38-44,19.205935955047607,19.205935955047607,368522,59d6454cd9f4,172.17.0.2,19.205935955047607,1,,0.555,1.6,293,de764211
3,0.6585294117647059,0.6585294117647059,0.010226669794537463,0.6541606441239821,0.010616808936888782,0.654160644123982,0.010616808936888813,0.5794117647058824,0.0,0.5735415818999565,0.0,0.5735415818999565,0.0,0.6411764705882353,0.0,0.5927130393155384,0.0,0.5927130393155383,0.0,1699958329,True,1,b1fc09e9,2023-11-14_10-38-49,18.908788204193115,18.908788204193115,364898,59d6454cd9f4,172.17.0.2,18.908788204193115,1,,0.417,1.7000000000000002,154,b1fc09e9
4,0.6270588235294119,0.6270588235294119,0.012183714810122344,0.6224728961940829,0.011931487310271736,0.6224728961940829,0.011931487310271754,0.5441176470588235,0.0,0.5407157852906554,0.0,0.5407157852906553,0.0,0.6176470588235294,0.0,0.5761009946451465,0.0,0.5761009946451465,0.0,1699958336,True,1,e75f0a9d,2023-11-14_10-38-56,19.851458072662354,19.851458072662354,368134,59d6454cd9f4,172.17.0.2,19.851458072662354,1,,0.438,0.7000000000000001,262,e75f0a9d
5,0.6644117647058824,0.6644117647058824,0.014555109449010156,0.663428825094438,0.014552103019502804,0.6634288250944381,0.014552103019502785,0.5617647058823529,0.0,0.5631770712998476,0.0,0.5631770712998475,0.0,0.6411764705882353,0.0,0.604156739838591,0.0,0.604156739838591,0.0,1699958343,False,1,3d93ee11,2023-11-14_10-39-03,19.32565402984619,19.32565402984619,368522,59d6454cd9f4,172.17.0.2,19.32565402984619,1,,0.252,0.7000000000000001,496,3d93ee11
6,0.6558823529411765,0.6514705882352941,0.020849186586408563,0.6477458224284367,0.021331575143999748,0.6477458224284367,0.021331575143999755,0.5705882352941176,0.0,0.5586510594698195,0.0,0.5586510594698196,0.0,0.6558823529411765,0.0,0.6040490086534229,0.0,0.6040490086534229,0.0,1699958347,True,1,d82f141e,2023-11-14_10-39-07,18.57495665550232,18.57495665550232,364898,59d6454cd9f4,172.17.0.2,18.57495665550232,1,,0.329,1.5,232,d82f141e
7,0.6617647058823529,0.6564705882352943,0.012040876170858071,0.6554740375066617,0.01246157139332381,0.6554740375066616,0.012461571393323798,0.5352941176470588,0.0,0.5285529542167959,0.0,0.528552954216796,0.0,0.6617647058823529,0.0,0.6258416112664833,0.0,0.6258416112664833,0.0,1699958354,False,1,85ac7066,2023-11-14_10-39-14,18.784820079803467,18.784820079803467,368134,59d6454cd9f4,172.17.0.2,18.784820079803467,1,,0.855,1.4000000000000001,420,85ac7066
8,0.6,0.6,0.014408763192842232,0.5926346726946776,0.016112953852348597,0.5926346726946775,0.016112953852348583,0.5441176470588235,0.0,0.5364082224642681,0.0,0.5364082224642681,0.0,0.5705882352941176,0.0,0.5241719509986564,0.0,0.5241719509986564,0.0,1699958362,True,1,cfce9451,2023-11-14_10-39-22,18.528467178344727,18.528467178344727,368522,59d6454cd9f4,172.17.0.2,18.528467178344727,1,,0.604,1.2000000000000002,231,cfce9451
9,0.6005882352941175,0.6005882352941175,0.012941176470588218,0.5930241603929141,0.014713335420481057,0.5930241603929141,0.014713335420481062,0.49411764705882355,0.0,0.4931398030067603,0.0,0.4931398030067603,0.0,0.5941176470588235,0.0,0.5513461125415813,0.0,0.5513461125415814,0.0,1699958368,True,1,11363799,2023-11-14_10-39-28,20.72905945777893,20.72905945777893,364898,59d6454cd9f4,172.17.0.2,20.72905945777893,1,,0.187,1.3,272,11363799
