,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/temperature,config/latent_dim,config/transform_funcs,logdir
0,0.5262910798122065,0.5262910798122065,0.007258039828047086,0.5302423036258548,0.00740775923492769,0.5302423036258548,0.007407759234927713,0.49765258215962443,0.0,0.5066852491103222,0.0,0.5066852491103222,0.0,0.4812206572769953,0.0,0.4455198060662946,0.0,0.4455198060662946,0.0,1701349263,,False,1,de4eb44b,2023-11-30_13-01-03,16.527116775512695,16.527116775512695,699279,0754a9948c85,172.17.0.3,16.527116775512695,1,1.0,153,"(3, 4, 8, 9)",de4eb44b
1,0.48826291079812206,0.484037558685446,0.01289157766924506,0.4940281766078797,0.012443537587888097,0.49402817660787957,0.01244353758788809,0.43661971830985913,0.0,0.45109911727965996,0.0,0.45109911727966,0.0,0.48826291079812206,0.0,0.4423639104281096,0.0,0.4423639104281096,0.0,1701349275,,True,1,7de81ce2,2023-11-30_13-01-15,19.299739122390747,19.299739122390747,699986,0754a9948c85,172.17.0.3,19.299739122390747,1,1.3,310,"(3, 5, 9, 10)",7de81ce2
2,0.47183098591549294,0.4448356807511738,0.017977297651216695,0.4477645753293028,0.017659697075555387,0.4477645753293028,0.017659697075555363,0.43661971830985913,0.0,0.43940545780329066,0.0,0.43940545780329066,0.0,0.47183098591549294,0.0,0.42946981446444954,0.0,0.42946981446444954,0.0,1701349275,,True,1,d8070cb4,2023-11-30_13-01-15,11.872851610183716,11.872851610183716,699279,0754a9948c85,172.17.0.3,11.872851610183716,1,1.2000000000000002,100,"(3, 4, 9, 10)",d8070cb4
3,0.5657276995305164,0.5570422535211267,0.008269443640285678,0.5341527276563961,0.010145294274980465,0.5341527276563961,0.010145294274980496,0.5539906103286385,0.0,0.5240554435107637,0.0,0.5240554435107637,0.0,0.5657276995305164,0.0,0.5036111706041092,0.0,0.5036111706041092,0.0,1701349295,,False,1,ca604b35,2023-11-30_13-01-35,22.888445615768433,22.888445615768433,700332,0754a9948c85,172.17.0.3,22.888445615768433,1,0.7000000000000001,120,"(3, 4, 5, 10)",ca604b35
4,0.5737089201877934,0.5737089201877934,0.006979374998741085,0.5449469825492601,0.008051716014694569,0.5449469825492601,0.008051716014694585,0.5610328638497653,0.0,0.5317774454648335,0.0,0.5317774454648335,0.0,0.5516431924882629,0.0,0.47375095021609687,0.0,0.4737509502160968,0.0,1701349290,,False,1,900ee9d1,2023-11-30_13-01-30,15.39201045036316,15.39201045036316,699986,0754a9948c85,172.17.0.3,15.39201045036316,1,0.7000000000000001,50,"(1, 3, 6, 7)",900ee9d1
5,0.5704225352112676,0.5307511737089202,0.016778701669960962,0.5410084321771995,0.016387463955468775,0.5410084321771995,0.016387463955468747,0.5023474178403756,0.0,0.5043292635756048,0.0,0.5043292635756047,0.0,0.5704225352112676,0.0,0.5203677306402144,0.0,0.5203677306402142,0.0,1701349288,,False,1,b0c37aca,2023-11-30_13-01-28,12.781377792358398,12.781377792358398,699279,0754a9948c85,172.17.0.3,12.781377792358398,1,1.2000000000000002,100,"(2, 5, 11)",b0c37aca
6,0.5446009389671361,0.4654929577464788,0.011550154554124446,0.467517959807504,0.010953410993124666,0.467517959807504,0.010953410993124656,0.4460093896713615,0.0,0.44661883393109925,0.0,0.4466188339310992,0.0,0.5446009389671361,0.0,0.5184184639557998,0.0,0.5184184639557998,0.0,1701349294,,True,1,943407aa,2023-11-30_13-01-34,9.968374013900757,9.968374013900757,700626,0754a9948c85,172.17.0.3,9.968374013900757,1,1.3,55,"(2, 4, 9)",943407aa
7,0.5868544600938967,0.5737089201877934,0.013775963146592676,0.580403952148556,0.014241569660051625,0.5804039521485561,0.014241569660051608,0.4671361502347418,0.0,0.47078608626029644,0.0,0.4707860862602965,0.0,0.5868544600938967,0.0,0.5364394191280811,0.0,0.5364394191280811,0.0,1701349302,,False,1,849b4e0f,2023-11-30_13-01-42,13.397216796875,13.397216796875,699279,0754a9948c85,172.17.0.3,13.397216796875,1,0.6000000000000001,192,"(1, 3, 7, 10)",849b4e0f
8,0.5119718309859155,0.5119718309859155,0.01893858540049761,0.5178761637262955,0.01888368403285438,0.5178761637262955,0.018883684032854356,0.5093896713615024,0.0,0.4973778442472014,0.0,0.49737784424720133,0.0,0.4647887323943662,0.0,0.41534609238362946,0.0,0.41534609238362946,0.0,1701349310,,True,1,da80be77,2023-11-30_13-01-50,19.235338926315308,19.235338926315308,699986,0754a9948c85,172.17.0.3,19.235338926315308,1,0.9,283,"(0, 7, 8, 10)",da80be77
9,0.5516431924882629,0.5387323943661971,0.021673926423262185,0.5431986655198087,0.022317191225677435,0.5431986655198087,0.022317191225677435,0.5023474178403756,0.0,0.49339073492994884,0.0,0.4933907349299487,0.0,0.5516431924882629,0.0,0.50531723156074,0.0,0.50531723156074,0.0,1701349307,,True,1,8b9ff363,2023-11-30_13-01-47,12.370303630828857,12.370303630828857,700626,0754a9948c85,172.17.0.3,12.370303630828857,1,1.3,190,"(4, 5, 7, 8)",8b9ff363
