,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/temperature_head,config/latent_dim,config/transform_funcs,logdir
356,0.7857142857142857,0.7840476190476191,0.007900314296684311,0.7884126121399007,0.007467193128026843,0.7884126121399007,0.00746719312802684,0.7857142857142857,0.0,0.787824640835728,0.0,0.7878246408357281,0.0,0.7142857142857143,0.0,0.7094525548256572,0.0,0.7094525548256572,0.0,1700038512,True,1,049e00d3,2023-11-15_08-55-12,92.08762526512146,92.08762526512146,87828,ef22c4b2088d,172.17.0.2,92.08762526512146,1,,0.5,66,"(2, 4, 7)",049e00d3
357,0.8166666666666667,0.8166666666666667,0.003367175148507357,0.8207093347880067,0.0035331423811923684,0.8207093347880067,0.0035331423811923697,0.8142857142857143,0.0,0.815739410213713,0.0,0.8157394102137131,0.0,0.7285714285714285,0.0,0.721152987956811,0.0,0.721152987956811,0.0,1700038565,True,1,2e671a2f,2023-11-15_08-56-05,103.66220998764038,103.66220998764038,85857,ef22c4b2088d,172.17.0.2,103.66220998764038,1,,0.2,263,"(2, 5, 6, 9)",2e671a2f
358,0.7847619047619048,0.7847619047619048,0.006226998490772369,0.7898865824971188,0.006163271848992002,0.7898865824971187,0.006163271848991986,0.7523809523809524,0.0,0.7538497561926812,0.0,0.7538497561926812,0.0,0.6952380952380952,0.0,0.6891947886529929,0.0,0.6891947886529931,0.0,1700038600,True,1,ec330ed6,2023-11-15_08-56-40,130.3587167263031,130.3587167263031,88188,ef22c4b2088d,172.17.0.2,130.3587167263031,1,,0.1,208,"(1, 2, 11)",ec330ed6
359,0.7714285714285715,0.7704761904761904,0.004285714285714302,0.772341543496714,0.004260716981077144,0.772341543496714,0.004260716981077157,0.7714285714285715,0.0,0.7744440450159739,0.0,0.7744440450159737,0.0,0.7023809523809523,0.0,0.6963576080524767,0.0,0.6963576080524766,0.0,1700038587,True,1,cb7fcf1b,2023-11-15_08-56-27,95.72997665405273,95.72997665405273,86800,ef22c4b2088d,172.17.0.2,95.72997665405273,1,,0.4,24,"(0, 3, 5, 9)",cb7fcf1b
360,0.8369047619047618,0.8369047619047618,0.004908459078116245,0.8403946102502428,0.005077637302846623,0.8403946102502428,0.0050776373028466526,0.8142857142857143,0.0,0.8159873924394416,0.0,0.8159873924394415,0.0,0.7261904761904762,0.0,0.7130619804453056,0.0,0.7130619804453057,0.0,1700038602,False,1,059a5e7d,2023-11-15_08-56-42,95.15998959541321,95.15998959541321,87463,ef22c4b2088d,172.17.0.2,95.15998959541321,1,,0.5,54,"(3, 5, 6, 11)",059a5e7d
361,0.7907142857142857,0.7907142857142857,0.005679457353274566,0.7968231659027722,0.005816426171710798,0.7968231659027721,0.005816426171710834,0.7714285714285715,0.0,0.7750554718971556,0.0,0.7750554718971557,0.0,0.6904761904761905,0.0,0.6820844792483544,0.0,0.6820844792483542,0.0,1700038612,True,1,4b084f8b,2023-11-15_08-56-52,99.81893944740295,99.81893944740295,87828,ef22c4b2088d,172.17.0.2,99.81893944740295,1,,0.6000000000000001,171,"(1, 3, 4, 5)",4b084f8b
362,0.8557142857142856,0.8557142857142856,0.0034006802040680443,0.8588964425442237,0.003253955787872723,0.8588964425442237,0.0032539557878726974,0.8380952380952381,0.0,0.8412741394726164,0.0,0.8412741394726164,0.0,0.7642857142857142,0.0,0.7583041648841394,0.0,0.7583041648841393,0.0,1700038658,False,1,3fdb4fa7,2023-11-15_08-57-38,93.66874551773071,93.66874551773071,85857,ef22c4b2088d,172.17.0.2,93.66874551773071,1,,0.4,40,"(1, 3, 5)",3fdb4fa7
363,0.8338095238095239,0.8338095238095239,0.005194624816493195,0.8374474942305936,0.004839106454714621,0.8374474942305936,0.004839106454714648,0.8142857142857143,0.0,0.8184286906096466,0.0,0.8184286906096465,0.0,0.7595238095238095,0.0,0.7567259917376125,0.0,0.7567259917376123,0.0,1700038698,False,1,e49ec712,2023-11-15_08-58-18,110.64142894744873,110.64142894744873,86800,ef22c4b2088d,172.17.0.2,110.64142894744873,1,,0.1,184,"(1, 6, 9)",e49ec712
364,0.8095238095238095,0.8026190476190477,0.0070990721504169485,0.8089434661621457,0.006810956738967636,0.8089434661621457,0.006810956738967594,0.8095238095238095,0.0,0.8132594590736737,0.0,0.8132594590736737,0.0,0.6952380952380952,0.0,0.6855869918639307,0.0,0.6855869918639306,0.0,1700038712,True,1,e7481314,2023-11-15_08-58-32,112.0490231513977,112.0490231513977,88188,ef22c4b2088d,172.17.0.2,112.0490231513977,1,,0.2,238,"(1, 4, 7, 8)",e7481314
365,0.819047619047619,0.819047619047619,0.002608202654786496,0.8239202221927021,0.0025682910648526522,0.8239202221927023,0.002568291064852639,0.8095238095238095,0.0,0.8111891377151256,0.0,0.8111891377151256,0.0,0.7142857142857143,0.0,0.7039601396303142,0.0,0.7039601396303142,0.0,1700038702,True,1,77c496d6,2023-11-15_08-58-22,99.87414026260376,99.87414026260376,87463,ef22c4b2088d,172.17.0.2,99.87414026260376,1,,0.5,46,"(1, 5, 8, 11)",77c496d6
366,0.7952380952380952,0.7940476190476191,0.006139903313441755,0.802603766512898,0.006222709184973251,0.802603766512898,0.006222709184973269,0.7952380952380952,0.0,0.8043603780736052,0.0,0.8043603780736052,0.0,0.7119047619047619,0.0,0.712775203393488,0.0,0.712775203393488,0.0,1700038719,True,1,526990b3,2023-11-15_08-58-39,106.84870648384094,106.84870648384094,87828,ef22c4b2088d,172.17.0.2,106.84870648384094,1,,0.8,248,"(1, 3, 4, 8)",526990b3
