,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/min_delta,config/temperature,logdir
0,0.7540476190476191,0.7540476190476191,0.004647433641891206,0.7576700006772759,0.004644846993555215,0.7576700006772759,0.00464484699355524,0.6833333333333333,0.0,0.6907254378606513,0.0,0.6907254378606513,0.0,0.6619047619047619,0.0,0.6379066310142671,0.0,0.6379066310142671,0.0,1697735734,False,1,172711ed,2023-10-19_17-15-34,30.08668828010559,30.08668828010559,29156,47ca6982f2ff,172.17.0.2,30.08668828010559,1,,0.0506,0.8,172711ed
1,0.7847619047619048,0.7847619047619048,0.00428571428571427,0.7861714430302796,0.004457973370680288,0.7861714430302796,0.004457973370680305,0.7238095238095238,0.0,0.7253330617047334,0.0,0.7253330617047334,0.0,0.7214285714285714,0.0,0.7066397640196631,0.0,0.7066397640196631,0.0,1697735767,False,1,d34c6272,2023-10-19_17-16-07,33.93101382255554,33.93101382255554,29156,47ca6982f2ff,172.17.0.2,33.93101382255554,1,,0.08370000000000001,0.2,d34c6272
2,0.7523809523809524,0.7523809523809524,0.006563832739090558,0.7578645964663825,0.0064935320857779835,0.7578645964663824,0.006493532085778018,0.6928571428571428,0.0,0.6985802371884713,0.0,0.6985802371884713,0.0,0.6547619047619048,0.0,0.6418459111703795,0.0,0.6418459111703795,0.0,1697735796,True,1,e9ff9e09,2023-10-19_17-16-36,28.902849674224854,28.902849674224854,29156,47ca6982f2ff,172.17.0.2,28.902849674224854,1,,0.0634,0.6000000000000001,e9ff9e09
3,0.7523809523809524,0.7523809523809524,0.006388765649999377,0.7553859095931845,0.006435651656924025,0.7553859095931845,0.006435651656924061,0.6952380952380952,0.0,0.7010482449518539,0.0,0.7010482449518539,0.0,0.6738095238095239,0.0,0.6490171055394904,0.0,0.6490171055394904,0.0,1697735823,True,1,7a901516,2023-10-19_17-17-03,26.1131329536438,26.1131329536438,29156,47ca6982f2ff,172.17.0.2,26.1131329536438,1,,0.1597,0.6000000000000001,7a901516
4,0.7430952380952381,0.7430952380952381,0.006065590096598571,0.7469942937883751,0.006140002195688717,0.7469942937883751,0.0061400021956887095,0.6928571428571428,0.0,0.7003365620570396,0.0,0.7003365620570396,0.0,0.6714285714285714,0.0,0.6458269683767043,0.0,0.6458269683767043,0.0,1697735849,True,1,ac9a6e9d,2023-10-19_17-17-29,26.357143878936768,26.357143878936768,29156,47ca6982f2ff,172.17.0.2,26.357143878936768,1,,0.084,0.8,ac9a6e9d
5,0.7245238095238096,0.7245238095238096,0.01021592283472616,0.7259530420012429,0.010408751512761034,0.7259530420012429,0.010408751512761084,0.6642857142857143,0.0,0.6650926315244401,0.0,0.66509263152444,0.0,0.6619047619047619,0.0,0.6368064544858802,0.0,0.6368064544858802,0.0,1697735874,True,1,9e732d33,2023-10-19_17-17-54,25.48323631286621,25.48323631286621,29156,47ca6982f2ff,172.17.0.2,25.48323631286621,1,,0.10880000000000001,0.8,9e732d33
6,0.7819047619047619,0.7819047619047619,0.00707908035586593,0.7863535917369827,0.006850331172808969,0.7863535917369826,0.00685033117280901,0.7095238095238096,0.0,0.7152442900264431,0.0,0.7152442900264431,0.0,0.6976190476190476,0.0,0.6861678843384301,0.0,0.68616788433843,0.0,1697735913,False,1,59eeedf5,2023-10-19_17-18-33,38.314255714416504,38.314255714416504,29156,47ca6982f2ff,172.17.0.2,38.314255714416504,1,,0.013800000000000002,0.30000000000000004,59eeedf5
7,0.7773809523809524,0.7773809523809524,0.006585388898066346,0.7818541021485819,0.00624535711242795,0.7818541021485821,0.006245357112427922,0.7523809523809524,0.0,0.758511593292801,0.0,0.7585115932928012,0.0,0.7047619047619048,0.0,0.6868809170118902,0.0,0.6868809170118901,0.0,1697735944,False,1,a59be327,2023-10-19_17-19-04,30.95498275756836,30.95498275756836,29156,47ca6982f2ff,172.17.0.2,30.95498275756836,1,,0.013300000000000001,0.8,a59be327
8,0.7583333333333333,0.7583333333333333,0.010282296610328185,0.7633431704910284,0.01047302310194132,0.7633431704910283,0.010473023101941283,0.680952380952381,0.0,0.6874424756936556,0.0,0.6874424756936557,0.0,0.6785714285714286,0.0,0.6652639334246757,0.0,0.6652639334246756,0.0,1697735971,True,1,7f2f4ffa,2023-10-19_17-19-31,27.549265146255493,27.549265146255493,29156,47ca6982f2ff,172.17.0.2,27.549265146255493,1,,0.058800000000000005,0.6000000000000001,7f2f4ffa
9,0.7461904761904762,0.7461904761904762,0.008663526380314408,0.74468632945924,0.009061902244493051,0.74468632945924,0.009061902244493051,0.7071428571428572,0.0,0.709499377025201,0.0,0.7094993770252009,0.0,0.6714285714285714,0.0,0.6482167886825781,0.0,0.648216788682578,0.0,1697735997,True,1,3ba0dfb5,2023-10-19_17-19-57,25.35164785385132,25.35164785385132,29156,47ca6982f2ff,172.17.0.2,25.35164785385132,1,,0.19360000000000002,0.7000000000000001,3ba0dfb5
