,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/min_delta,config/temperature,config/batch_size,logdir
0,0.6191176470588236,0.6191176470588236,0.013169772457198872,0.616503177600349,0.01285693957362108,0.616503177600349,0.01285693957362108,0.538235294117647,0.0,0.5379443182906904,0.0,0.5379443182906906,0.0,0.6088235294117647,0.0,0.5615929280839751,0.0,0.5615929280839752,0.0,1699958306,False,1,06c92991,2023-11-14_10-38-26,18.931657791137695,18.931657791137695,364894,59d6454cd9f4,172.17.0.2,18.931657791137695,1,,0.298,1.8,459,06c92991
1,0.6152941176470589,0.6152941176470589,0.01831103813679221,0.6100508358443941,0.018816154556315242,0.610050835844394,0.018816154556315235,0.5235294117647059,0.0,0.5102044707627958,0.0,0.5102044707627958,0.0,0.611764705882353,0.0,0.5667104726707437,0.0,0.5667104726707437,0.0,1699958315,True,1,8949a3d2,2023-11-14_10-38-35,19.181151390075684,19.181151390075684,368128,59d6454cd9f4,172.17.0.2,19.181151390075684,1,,0.715,1.8,428,8949a3d2
2,0.6552941176470589,0.6552941176470589,0.01941176470588237,0.6520938613122502,0.019570793189185844,0.6520938613122502,0.01957079318918584,0.6029411764705882,0.0,0.5990615492673917,0.0,0.5990615492673917,0.0,0.6441176470588236,0.0,0.5973130799081415,0.0,0.5973130799081415,0.0,1699958327,False,1,46d9543c,2023-11-14_10-38-47,22.199637413024902,22.199637413024902,368516,59d6454cd9f4,172.17.0.2,22.199637413024902,1,,0.279,1.5,147,46d9543c
3,0.7591176470588235,0.7591176470588235,0.011650177835493145,0.7576719656592881,0.011969383058302235,0.7576719656592881,0.01196938305830222,0.6558823529411765,0.0,0.6554860062847618,0.0,0.6554860062847618,0.0,0.7382352941176471,0.0,0.7040507084592191,0.0,0.7040507084592191,0.0,1699958332,False,1,01e6db02,2023-11-14_10-38-52,25.364933490753174,25.364933490753174,364894,59d6454cd9f4,172.17.0.2,25.364933490753174,1,,0.454,0.2,363,01e6db02
4,0.6758823529411766,0.6758823529411766,0.01365669031322811,0.6727334296768079,0.013799305893740413,0.6727334296768078,0.013799305893740425,0.6088235294117647,0.0,0.6011894800548239,0.0,0.6011894800548239,0.0,0.6735294117647059,0.0,0.6283619891910047,0.0,0.6283619891910047,0.0,1699958334,True,1,2965f21b,2023-11-14_10-38-54,18.79012393951416,18.79012393951416,368128,59d6454cd9f4,172.17.0.2,18.79012393951416,1,,0.848,0.4,164,2965f21b
5,0.6294117647058823,0.6000000000000001,0.022514893187064275,0.5904522371358764,0.023646919401819438,0.5904522371358762,0.0236469194018194,0.5294117647058824,0.0,0.5258682308682309,0.0,0.5258682308682309,0.0,0.6294117647058823,0.0,0.588170935670338,0.0,0.588170935670338,0.0,1699958346,True,1,52960cdf,2023-11-14_10-39-06,19.809940338134766,19.809940338134766,369703,59d6454cd9f4,172.17.0.2,19.809940338134766,1,,0.168,0.6000000000000001,503,52960cdf
6,0.6223529411764706,0.6223529411764706,0.014776301984800563,0.6160671185615127,0.015534481842929744,0.6160671185615127,0.015534481842929727,0.47352941176470587,0.0,0.4779889318529425,0.0,0.47798893185294244,0.0,0.611764705882353,0.0,0.5675177609002162,0.0,0.5675177609002163,0.0,1699958346,True,1,ded752a5,2023-11-14_10-39-06,18.934141397476196,18.934141397476196,368516,59d6454cd9f4,172.17.0.2,18.934141397476196,1,,0.562,0.8,310,ded752a5
7,0.7641176470588235,0.7641176470588235,0.014811386249428423,0.7634008132475076,0.015042558472950949,0.7634008132475076,0.015042558472950907,0.7088235294117647,0.0,0.7086648303674068,0.0,0.7086648303674068,0.0,0.7382352941176471,0.0,0.7027267516206825,0.0,0.7027267516206824,0.0,1699958354,False,1,a9410384,2023-11-14_10-39-14,22.3001971244812,22.3001971244812,364894,59d6454cd9f4,172.17.0.2,22.3001971244812,1,,0.777,0.2,172,a9410384
8,0.6352941176470588,0.6097058823529411,0.01648371325788478,0.6061077932321982,0.017037742898635702,0.6061077932321983,0.017037742898635688,0.4970588235294118,0.0,0.48606077626364613,0.0,0.48606077626364613,0.0,0.6352941176470588,0.0,0.5934422206885975,0.0,0.5934422206885975,0.0,1699958354,True,1,c17cf366,2023-11-14_10-39-14,19.837964057922363,19.837964057922363,368128,59d6454cd9f4,172.17.0.2,19.837964057922363,1,,0.262,0.5,421,c17cf366
9,0.6676470588235294,0.6470588235294118,0.021045345670586243,0.6438329659685043,0.021626425118653585,0.6438329659685043,0.021626425118653588,0.4970588235294118,0.0,0.48869202622242647,0.0,0.48869202622242636,0.0,0.6676470588235294,0.0,0.6310869623413918,0.0,0.6310869623413917,0.0,1699958365,True,1,4c0b3c08,2023-11-14_10-39-25,19.384279251098633,19.384279251098633,369703,59d6454cd9f4,172.17.0.2,19.384279251098633,1,,0.679,1.2000000000000002,477,4c0b3c08
